"一级","专业名","专业id","专业编码","别名"
水利水电设备类,水电站运行与智能管理,101802,"0/101800/101802","水电站运行与智能管理,Hydropower Station Operation and Intelligent Management"
水利水电设备类,水利机电设备智能管理,101803,"0/101800/101803","水利机电设备智能管理,Intelligent management of hydraulic electromechanical equipment"
水利水电设备类,水泵站机电设备安装与运行,101804,"0/101800/101804","水泵站机电设备安装与运行,Installation and operation of electromechanical equipment in pumping stations"
水利水电设备类,水电站运行与管理,101805,"0/101800/101805","水电站运行与管理,Hydropower Station Operation and Management"
水利水电设备类,水利水电设备及自动化,101806,"0/101800/101806","水利水电设备及自动化,Water conservancy and hydropower equipment and automation"
水利工程与管理类,智慧水利技术,101808,"0/101807/101808","智慧水利技术,Smart Water Conservancy Technology"
水利工程与管理类,水利水电工程技术,101809,"0/101807/101809","水利水电工程技术,Water Conservancy and Hydropower Engineering Technology"
水利工程与管理类,水利水电工程智能管理,101810,"0/101807/101810","水利水电工程智能管理,Intelligent management of water conservancy and hydropower projects"
水利工程与管理类,机电排灌工程技术,101811,"0/101807/101811","机电排灌工程技术,Electromechanical Irrigation and Drainage Engineering Technology"
水利工程与管理类,治河与航道工程技术,101812,"0/101807/101812","治河与航道工程技术,River management and waterway engineering technology"
水利工程与管理类,智能水务管理,101813,"0/101807/101813","智能水务管理,Smart Water Management"
水利工程与管理类,水利工程运行与管理,101814,"0/101807/101814","水利工程运行与管理,Water conservancy project operation and management"
水利工程与管理类,水利水电工程施工,101815,"0/101807/101815","水利水电工程施工,Water conservancy and hydropower project construction"
水利工程与管理类,现代灌溉技术,101816,"0/101807/101816","现代灌溉技术,Modern irrigation technology"
水利工程与管理类,农村饮水供水工程技术,101817,"0/101807/101817","农村饮水供水工程技术,Rural drinking water supply engineering technology"
水利工程与管理类,智慧水利工程,101818,"0/101807/101818","智慧水利工程,Smart water conservancy project"
水利工程与管理类,农业水利工程,101819,"0/101807/101819","农业水利工程,Agricultural water conservancy projects"
水利工程与管理类,水利水电工程,101820,"0/101807/101820","水利水电工程,Water Conservancy and Hydropower Engineering"
水利工程与管理类,治河与港航工程,101821,"0/101807/101821","治河与港航工程,River management and port engineering"
航空航天类,航空航天工程,101823,"0/101822/101823","航空航天工程,Aerospace Engineering"
航空航天类,飞行器设计与工程,101824,"0/101822/101824","飞行器设计与工程,Aircraft Design and Engineering"
航空航天类,飞行器制造工程,101825,"0/101822/101825","飞行器制造工程,Aircraft Manufacturing Engineering"
航空航天类,飞行器动力工程,101826,"0/101822/101826","飞行器动力工程,Aircraft propulsion engineering"
航空航天类,飞行器环境与生命保障工程,101827,"0/101822/101827","飞行器环境与生命保障工程,Aircraft Environment and Life Support Engineering"
航空航天类,飞行器质量与可靠性,101828,"0/101822/101828","飞行器质量与可靠性,Aircraft quality and reliability"
航空航天类,飞行器适航技术,101829,"0/101822/101829","飞行器适航技术,Aircraft airworthiness technology"
航空航天类,飞行器控制与信息工程,101830,"0/101822/101830","飞行器控制与信息工程,Aircraft Control and Information Engineering"
航空航天类,无人驾驶航空器系统工程,101831,"0/101822/101831","无人驾驶航空器系统工程,Unmanned Aircraft Systems Engineering"
航空航天类,智能飞行器技术,101832,"0/101822/101832","智能飞行器技术,Smart Aircraft Technology"
航空航天类,空天智能电推进技术,101833,"0/101822/101833","空天智能电推进技术,Aerospace Intelligent Electric Propulsion Technology"
水上运输类,港口与航道工程技术,101835,"0/101834/101835","港口与航道工程技术,Port and waterway engineering technology"
水上运输类,国际邮轮乘务管理,101836,"0/101834/101836","国际邮轮乘务管理,International Cruise Crew Management"
水上运输类,水路运输安全管理,101837,"0/101834/101837","水路运输安全管理,Waterway transportation safety management"
水上运输类,港口机械与智能控制,101838,"0/101834/101838","港口机械与智能控制,Port machinery and intelligent control"
水上运输类,港口与航运管理,101839,"0/101834/101839","港口与航运管理,Port and Shipping Management"
水上运输类,集装箱运输管理,101840,"0/101834/101840","集装箱运输管理,Container transport management"
水上运输类,船舶驾驶,101841,"0/101834/101841","船舶驾驶,Ship driving"
水上运输类,船舶机工与水手,101842,"0/101834/101842","船舶机工与水手,Ship mechanics and sailors"
水上运输类,轮机维护与管理,101843,"0/101834/101843","轮机维护与管理,Engine Maintenance and Management"
水上运输类,邮轮乘务,101844,"0/101834/101844","邮轮乘务,Cruise ship crew"
水上运输类,水路运输服务,101845,"0/101834/101845","水路运输服务,Water transport services"
水上运输类,港口机械运用与维修,101846,"0/101834/101846","港口机械运用与维修,Port machinery operation and maintenance"
水上运输类,外轮理货,101847,"0/101834/101847","外轮理货,Foreign Ship Tally"
水上运输类,工程潜水,101848,"0/101834/101848","工程潜水,Engineering diving"
水上运输类,港口智能工程技术,101849,"0/101834/101849","港口智能工程技术,Port Intelligent Engineering Technology"
水上运输类,国际邮轮运营管理,101850,"0/101834/101850","国际邮轮运营管理,International Cruise Operations Management"
水上运输类,水路运输与海事管理,101851,"0/101834/101851","水路运输与海事管理,Waterway transportation and maritime management"
航空宇航科学与技术类,航空宇航科学与技术,101853,"0/101852/101853","航空宇航科学与技术,Aerospace science and technology"
集成电路科学与工程,集成电路科学与工程,101855,"0/101854/101855","集成电路科学与工程,Integrated Circuit Science and Engineering"
公共卫生与卫生管理类,公共卫生管理,101857,"0/101856/101857","公共卫生管理,Public Health Management"
公共卫生与卫生管理类,卫生信息管理,101858,"0/101856/101858","卫生信息管理,Health Information Management"
公共卫生与卫生管理类,预防医学,101859,"0/101856/101859","预防医学,Preventive Medicine"
公共卫生与卫生管理类,健康大数据管理与服务,101860,"0/101856/101860","健康大数据管理与服务,Health big data management and services"
公共卫生与卫生管理类,职业卫生工程技术,101861,"0/101856/101861","职业卫生工程技术,Occupational Health Engineering Technology"
公共卫生与卫生管理类,职业病危害检测评价技术,101862,"0/101856/101862","职业病危害检测评价技术,Occupational hazard detection and evaluation technology"
机电设备类,智能制造装备技术,101864,"0/101863/101864","智能制造装备技术,Intelligent manufacturing equipment technology"
机电设备类,机电设备技术,101865,"0/101863/101865","机电设备技术,Mechanical and electrical equipment technology"
机电设备类,电机与电器技术,101866,"0/101863/101866","电机与电器技术,Motor and electrical technology"
机电设备类,新能源装备技术,101867,"0/101863/101867","新能源装备技术,New energy equipment technology"
机电设备类,制冷与空调技术,101868,"0/101863/101868","制冷与空调技术,Refrigeration and air conditioning technology"
机电设备类,电梯工程技术,101869,"0/101863/101869","电梯工程技术,Elevator Engineering Technology"
机电设备类,智能设备运行与维护,101870,"0/101863/101870","智能设备运行与维护,Smart device operation and maintenance"
机电设备类,光电仪器制造与维修,101871,"0/101863/101871","光电仪器制造与维修,Optoelectronic equipment manufacturing and maintenance"
机电设备类,电机电器制造与维修,101872,"0/101863/101872","电机电器制造与维修,Motor and electrical appliance manufacturing and repair"
机电设备类,新能源装备运行与维护,101873,"0/101863/101873","新能源装备运行与维护,New energy equipment operation and maintenance"
机电设备类,制冷和空调设备运行与维护,101874,"0/101863/101874","制冷和空调设备运行与维护,Refrigeration and air conditioning equipment operation and maintenance"
机电设备类,电梯安装与维修保养,101875,"0/101863/101875","电梯安装与维修保养,Elevator installation and maintenance"
机电设备类,装备智能化技术,101876,"0/101863/101876","装备智能化技术,Intelligent equipment technology"
机电设备类,制冷与空调工程,101877,"0/101863/101877","制冷与空调工程,Refrigeration and air conditioning engineering"
农业经济管理类,农林经济管理,101879,"0/101878/101879","农林经济管理,Agricultural and Forestry Economic Management"
农业经济管理类,农村区域发展,101880,"0/101878/101880","农村区域发展,Rural Area Development"
法律实务类,法律,101882,"0/101881/101882","法律,law"
美术学类,美术学,101884,"0/101883/101884","美术学,Fine Arts"
美术学类,绘画,101885,"0/101883/101885","绘画,painting"
美术学类,雕塑,101886,"0/101883/101886","雕塑,sculpture"
美术学类,摄影,101887,"0/101883/101887","摄影,photography"
美术学类,书法学,101888,"0/101883/101888","书法学,Calligraphy"
美术学类,中国画,101889,"0/101883/101889","中国画,Chinese Painting"
美术学类,实验艺术,101890,"0/101883/101890","实验艺术,Experimental Art"
美术学类,跨媒体艺术,101891,"0/101883/101891","跨媒体艺术,Cross-media art"
美术学类,文物保护与修复,101892,"0/101883/101892","文物保护与修复,Cultural Relics Protection and Restoration"
美术学类,漫画,101893,"0/101883/101893","漫画,comics"
美术学类,纤维艺术,101894,"0/101883/101894","纤维艺术,Fiber Art"
美术学类,科技艺术,101895,"0/101883/101895","科技艺术,Technology Art"
美术学类,美术教育,101896,"0/101883/101896","美术教育,Art Education"
矿业工程类,矿业工程,101898,"0/101897/101898","矿业工程,Mining Engineering"
中国语言文学类,汉语言文学,101900,"0/101899/101900","汉语言文学,Chinese Language and Literature"
中国语言文学类,汉语言,101901,"0/101899/101901","汉语言,Chinese Language"
中国语言文学类,汉语国际教育,101902,"0/101899/101902","汉语国际教育,Chinese International Education"
中国语言文学类,中国少数民族语言文学,101903,"0/101899/101903","中国少数民族语言文学,Chinese Minority Languages ​​and Literature"
中国语言文学类,古典文献学,101904,"0/101899/101904","古典文献学,Classical Philology"
中国语言文学类,应用语言学,101905,"0/101899/101905","应用语言学,Applied Linguistics"
中国语言文学类,秘书学,101906,"0/101899/101906","秘书学,Secretarial Studies"
中国语言文学类,中国语言与文化,101907,"0/101899/101907","中国语言与文化,Chinese Language and Culture"
中国语言文学类,手语翻译,101908,"0/101899/101908","手语翻译,Sign Language Interpretation"
中国语言文学类,中国语言文学,101909,"0/101899/101909","中国语言文学,Chinese Language and Literature"
经济贸易类,关务与外贸服务,101911,"0/101910/101911","关务与外贸服务,Customs and foreign trade services"
经济贸易类,服务外包,101912,"0/101910/101912","服务外包,Service Outsourcing"
经济贸易类,国际文化贸易,101913,"0/101910/101913","国际文化贸易,International Cultural Trade"
海洋科学类,海洋科学,101915,"0/101914/101915","海洋科学,Marine Science"
海洋科学类,海洋技术,101916,"0/101914/101916","海洋技术,Marine Technology"
海洋科学类,海洋资源与环境,101917,"0/101914/101917","海洋资源与环境,Marine resources and environment"
海洋科学类,军事海洋学,101918,"0/101914/101918","军事海洋学,Military Oceanography"
植物生产类,农学,101920,"0/101919/101920","农学,Agronomy"
植物生产类,园艺,101921,"0/101919/101921","园艺,gardening"
植物生产类,植物保护,101922,"0/101919/101922","植物保护,Plant protection"
植物生产类,植物科学与技术,101923,"0/101919/101923","植物科学与技术,Plant Science and Technology"
植物生产类,种子科学与工程,101924,"0/101919/101924","种子科学与工程,Seed Science and Engineering"
植物生产类,设施农业科学与工程,101925,"0/101919/101925","设施农业科学与工程,Facility Agriculture Science and Engineering"
植物生产类,茶学,101926,"0/101919/101926","茶学,Tea Science"
植物生产类,烟草,101927,"0/101919/101927","烟草,tobacco"
植物生产类,应用生物科学,101928,"0/101919/101928","应用生物科学,Applied Biosciences"
植物生产类,农艺教育,101929,"0/101919/101929","农艺教育,Agronomy Education"
植物生产类,园艺教育,101930,"0/101919/101930","园艺教育,Horticulture Education"
植物生产类,智慧农业,101931,"0/101919/101931","智慧农业,Smart Agriculture"
植物生产类,菌物科学与工程,101932,"0/101919/101932","菌物科学与工程,Fungal Science and Engineering"
植物生产类,农药化肥,101933,"0/101919/101933","农药化肥,Pesticides and fertilizers"
植物生产类,生物农药科学与工程,101934,"0/101919/101934","生物农药科学与工程,Biopesticide Science and Engineering"
植物生产类,生物育种科学,101935,"0/101919/101935","生物育种科学,Biological breeding science"
餐饮类,餐饮智能管理,101937,"0/101936/101937","餐饮智能管理,Intelligent catering management"
餐饮类,烹饪工艺与营养,101938,"0/101936/101938","烹饪工艺与营养,Cooking and Nutrition"
餐饮类,中西面点工艺,101939,"0/101936/101939","中西面点工艺,Chinese and Western Pastry Crafts"
餐饮类,西式烹饪工艺,101940,"0/101936/101940","西式烹饪工艺,Western cooking techniques"
餐饮类,营养配餐,101941,"0/101936/101941","营养配餐,Nutritional Meals"
餐饮类,中餐烹饪,101942,"0/101936/101942","中餐烹饪,Chinese cooking"
餐饮类,西餐烹饪,101943,"0/101936/101943","西餐烹饪,Western cooking"
餐饮类,中西面点,101944,"0/101936/101944","中西面点,Chinese and Western Pastries"
餐饮类,烹饪与餐饮管理,101945,"0/101936/101945","烹饪与餐饮管理,Cooking and catering management"
世界史,世界史,101947,"0/101946/101947","世界史,World History"
航空运输类,民航运输服务,101949,"0/101948/101949","民航运输服务,Civil aviation transport services"
航空运输类,民航通信技术,101950,"0/101948/101950","民航通信技术,Civil Aviation Communication Technology"
航空运输类,定翼机驾驶技术,101951,"0/101948/101951","定翼机驾驶技术,Fixed-wing aircraft driving technology"
航空运输类,直升机驾驶技术,101952,"0/101948/101952","直升机驾驶技术,Helicopter driving skills"
航空运输类,空中乘务,101953,"0/101948/101953","空中乘务,Flight attendant"
航空运输类,民航安全技术管理,101954,"0/101948/101954","民航安全技术管理,Civil Aviation Safety Technology Management"
航空运输类,民航空中安全保卫,101955,"0/101948/101955","民航空中安全保卫,Civil aviation security"
航空运输类,机场运行服务与管理,101956,"0/101948/101956","机场运行服务与管理,Airport operation services and management"
航空运输类,飞机机电设备维修,101957,"0/101948/101957","飞机机电设备维修,Aircraft electromechanical equipment maintenance"
航空运输类,飞机电子设备维修,101958,"0/101948/101958","飞机电子设备维修,Aircraft electronic equipment maintenance"
航空运输类,飞机部件修理,101959,"0/101948/101959","飞机部件修理,Aircraft parts repair"
航空运输类,通用航空器维修,101960,"0/101948/101960","通用航空器维修,General aviation maintenance"
航空运输类,飞机结构修理,101961,"0/101948/101961","飞机结构修理,Aircraft structural repair"
航空运输类,航空地面设备维修,101962,"0/101948/101962","航空地面设备维修,Aviation ground equipment maintenance"
航空运输类,机场场务技术与管理,101963,"0/101948/101963","机场场务技术与管理,Airport technology and management"
航空运输类,通用航空航务技术,101964,"0/101948/101964","通用航空航务技术,General Aviation Flight Technology"
航空运输类,航空油料,101965,"0/101948/101965","航空油料,Aviation fuel"
航空运输类,航空服务,101966,"0/101948/101966","航空服务,Airline Services"
航空运输类,飞机设备维修,101967,"0/101948/101967","飞机设备维修,Aircraft equipment maintenance"
航空运输类,民航运输服务与管理,101968,"0/101948/101968","民航运输服务与管理,Civil aviation transport services and management"
航空运输类,航空机电设备维修技术,101969,"0/101948/101969","航空机电设备维修技术,Aviation electromechanical equipment maintenance technology"
航空运输类,智慧机场运行与管理,101970,"0/101948/101970","智慧机场运行与管理,Smart Airport Operation and Management"
工业工程类,工业工程,101972,"0/101971/101972","工业工程,Industrial Engineering"
工业工程类,标准化工程,101973,"0/101971/101973","标准化工程,Standardization Engineering"
工业工程类,质量管理工程,101974,"0/101971/101974","质量管理工程,Quality Management Engineering"
政治学类,政治学与行政学,101976,"0/101975/101976","政治学与行政学,Political Science and Public Administration"
政治学类,国际政治,101977,"0/101975/101977","国际政治,International Politics"
政治学类,外交学,101978,"0/101975/101978","外交学,Diplomacy"
政治学类,国际事务与国际关系,101979,"0/101975/101979","国际事务与国际关系,International Affairs and International Relations"
政治学类,政治学、经济学与哲学,101980,"0/101975/101980","政治学、经济学与哲学,Political Science, Economics and Philosophy"
政治学类,国际组织与全球治理,101981,"0/101975/101981","国际组织与全球治理,International Organizations and Global Governance"
政治学类,政治学,101982,"0/101975/101982","政治学,Political Science"
船舶与海洋工程类,船舶与海洋工程,101984,"0/101983/101984","船舶与海洋工程,Naval Architecture and Marine Engineering"
眼视光类,眼视光技术,101986,"0/101985/101986","眼视光技术,Optometry Technology"
眼视光类,眼视光仪器技术,101987,"0/101985/101987","眼视光仪器技术,Optical Instrument Technology"
眼视光类,视觉训练与康复,101988,"0/101985/101988","视觉训练与康复,Vision training and rehabilitation"
眼视光类,眼视光与配镜,101989,"0/101985/101989","眼视光与配镜,Optometry and glasses"
财政税务类,财税大数据应用,101991,"0/101990/101991","财税大数据应用,Financial and tax big data applications"
财政税务类,资产评估与管理,101992,"0/101990/101992","资产评估与管理,Asset Valuation and Management"
财政税务类,政府采购管理,101993,"0/101990/101993","政府采购管理,Government Procurement Management"
财政税务类,纳税事务,101994,"0/101990/101994","纳税事务,Tax affairs"
护理学类,护理学,101996,"0/101995/101996","护理学,Nursing"
护理学类,助产学,101997,"0/101995/101997","助产学,Midwifery"
体育类,休闲体育,101999,"0/101998/101999","休闲体育,Leisure Sports"
体育类,民族传统体育,102000,"0/101998/102000","民族传统体育,National traditional sports"
体育类,运动防护,102001,"0/101998/102001","运动防护,Sports protection"
体育类,体育保健与康复,102002,"0/101998/102002","体育保健与康复,Sports health and rehabilitation"
体育类,健身指导与管理,102003,"0/101998/102003","健身指导与管理,Fitness Instruction and Management"
体育类,运动健康指导,102004,"0/101998/102004","运动健康指导,Sports health guidance"
体育类,运动数据分析,102005,"0/101998/102005","运动数据分析,Sports data analysis"
体育类,体能训练,102006,"0/101998/102006","体能训练,Physical training"
体育类,体育运营与管理,102007,"0/101998/102007","体育运营与管理,Sports Operations and Management"
体育类,电子竞技运动与管理,102008,"0/101998/102008","电子竞技运动与管理,E-sports and management"
体育类,高尔夫球运动与管理,102009,"0/101998/102009","高尔夫球运动与管理,Golf and Management"
体育类,冰雪运动与管理,102010,"0/101998/102010","冰雪运动与管理,Ice and snow sports and management"
体育类,冰雪设施运维与管理,102011,"0/101998/102011","冰雪设施运维与管理,Operation, maintenance and management of ice and snow facilities"
体育类,体育艺术表演,102012,"0/101998/102012","体育艺术表演,Sports Art Performance"
体育类,体育设施管理与经营,102013,"0/101998/102013","体育设施管理与经营,Sports facilities management and operation"
体育类,休闲体育服务与管理,102014,"0/101998/102014","休闲体育服务与管理,Leisure sports services and management"
体育类,社会体育指导与管理,102015,"0/101998/102015","社会体育指导与管理,Social Sports Guidance and Management"
体育类,电子竞技技术与管理,102016,"0/101998/102016","电子竞技技术与管理,E-sports technology and management"
食品科学与工程类,食品科学与工程,102018,"0/102017/102018","食品科学与工程,Food Science and Engineering"
食品科学与工程类,食品质量与安全,102019,"0/102017/102019","食品质量与安全,Food Quality and Safety"
食品科学与工程类,粮食工程,102020,"0/102017/102020","粮食工程,Food Engineering"
食品科学与工程类,乳品工程,102021,"0/102017/102021","乳品工程,Dairy Engineering"
食品科学与工程类,酿酒工程,102022,"0/102017/102022","酿酒工程,Winemaking Engineering"
食品科学与工程类,葡萄与葡萄酒工程,102023,"0/102017/102023","葡萄与葡萄酒工程,Grape and wine engineering"
食品科学与工程类,食品营养与检验教育,102024,"0/102017/102024","食品营养与检验教育,Food Nutrition and Inspection Education"
食品科学与工程类,烹饪与营养教育,102025,"0/102017/102025","烹饪与营养教育,Culinary and Nutrition Education"
食品科学与工程类,食品安全与检测,102026,"0/102017/102026","食品安全与检测,Food Safety and Testing"
食品科学与工程类,食品营养与健康,102027,"0/102017/102027","食品营养与健康,Food nutrition and health"
食品科学与工程类,食用菌科学与工程,102028,"0/102017/102028","食用菌科学与工程,Edible Fungi Science and Engineering"
食品科学与工程类,白酒酿造工程,102029,"0/102017/102029","白酒酿造工程,Liquor Brewing Project"
医学技术类,医学检验技术,102031,"0/102030/102031","医学检验技术,Medical laboratory technology"
医学技术类,医学实验技术,102032,"0/102030/102032","医学实验技术,Medical Experimental Technology"
医学技术类,医学影像技术,102033,"0/102030/102033","医学影像技术,Medical imaging technology"
医学技术类,眼视光学,102034,"0/102030/102034","眼视光学,Optometry"
医学技术类,康复治疗学,102035,"0/102030/102035","康复治疗学,Rehabilitation Therapy"
医学技术类,口腔医学技术,102036,"0/102030/102036","口腔医学技术,Dental Technology"
医学技术类,卫生检验与检疫,102037,"0/102030/102037","卫生检验与检疫,Health Inspection and Quarantine"
医学技术类,听力与言语康复学,102038,"0/102030/102038","听力与言语康复学,Audiology and Speech Rehabilitation"
医学技术类,康复物理治疗,102039,"0/102030/102039","康复物理治疗,Rehabilitation physical therapy"
医学技术类,康复作业治疗,102040,"0/102030/102040","康复作业治疗,Rehabilitation Occupational Therapy"
医学技术类,智能医学工程,102041,"0/102030/102041","智能医学工程,Intelligent Medical Engineering"
医学技术类,生物医药数据科学,102042,"0/102030/102042","生物医药数据科学,Biomedical Data Science"
医学技术类,智能影像工程,102043,"0/102030/102043","智能影像工程,Intelligent imaging engineering"
医学技术类,医学美容技术,102044,"0/102030/102044","医学美容技术,Medical cosmetic technology"
医学技术类,口腔修复工艺,102045,"0/102030/102045","口腔修复工艺,Oral restoration technology"
航空装备类,飞行器数字化制造技术,102047,"0/102046/102047","飞行器数字化制造技术,Aircraft Digital Manufacturing Technology"
航空装备类,飞行器数字化装配技术,102048,"0/102046/102048","飞行器数字化装配技术,Aircraft Digital Assembly Technology"
航空装备类,航空发动机制造技术,102049,"0/102046/102049","航空发动机制造技术,Aircraft engine manufacturing technology"
航空装备类,航空发动机装配调试技术,102050,"0/102046/102050","航空发动机装配调试技术,Aircraft engine assembly and debugging technology"
航空装备类,飞机机载设备装配调试技术,102051,"0/102046/102051","飞机机载设备装配调试技术,Aircraft onboard equipment assembly and debugging technology"
航空装备类,航空装备表面处理技术,102052,"0/102046/102052","航空装备表面处理技术,Surface treatment technology for aviation equipment"
航空装备类,飞行器维修技术,102053,"0/102046/102053","飞行器维修技术,Aircraft maintenance technology"
航空装备类,航空发动机维修技术,102054,"0/102046/102054","航空发动机维修技术,Aircraft engine maintenance technology"
航空装备类,无人机应用技术,102055,"0/102046/102055","无人机应用技术,Drone application technology"
航空装备类,航空材料精密成型技术,102056,"0/102046/102056","航空材料精密成型技术,Precision molding technology for aviation materials"
航空装备类,导弹维修技术,102057,"0/102046/102057","导弹维修技术,Missile maintenance technology"
航空装备类,无人机操控与维护,102058,"0/102046/102058","无人机操控与维护,Drone control and maintenance"
航空装备类,航空智能制造技术,102059,"0/102046/102059","航空智能制造技术,Aviation Intelligent Manufacturing Technology"
航空装备类,飞行器维修工程技术,102060,"0/102046/102060","飞行器维修工程技术,Aircraft Maintenance Engineering Technology"
航空装备类,航空动力装置维修技术,102061,"0/102046/102061","航空动力装置维修技术,Aviation power plant maintenance technology"
航空装备类,无人机系统应用技术,102062,"0/102046/102062","无人机系统应用技术,UAV system application technology"
生物技术类,食品生物技术,102064,"0/102063/102064","食品生物技术,Food Biotechnology"
生物技术类,药品生物技术,102065,"0/102063/102065","药品生物技术,Pharmaceutical Biotechnology"
生物技术类,农业生物技术,102066,"0/102063/102066","农业生物技术,Agricultural biotechnology"
生物技术类,化工生物技术,102067,"0/102063/102067","化工生物技术,Chemical Biotechnology"
生物技术类,生物产品检验检疫,102068,"0/102063/102068","生物产品检验检疫,Biological product inspection and quarantine"
生物技术类,绿色生物制造技术,102069,"0/102063/102069","绿色生物制造技术,Green Biomanufacturing Technology"
生物技术类,生物信息技术,102070,"0/102063/102070","生物信息技术,Bioinformatics"
生物技术类,生物产品检验检测,102071,"0/102063/102071","生物产品检验检测,Biological product inspection and testing"
生物技术类,生物化工技术应用,102072,"0/102063/102072","生物化工技术应用,Biochemical Technology Application"
生物技术类,生物检验检测技术,102073,"0/102063/102073","生物检验检测技术,Biological testing technology"
生物技术类,合成生物技术,102074,"0/102063/102074","合成生物技术,Synthetic Biology"
生物科学类,生物科学,102076,"0/102075/102076","生物科学,Biological Sciences"
生物科学类,生物技术,102077,"0/102075/102077","生物技术,Biotechnology"
生物科学类,生物信息学,102078,"0/102075/102078","生物信息学,Bioinformatics"
生物科学类,生态学,102079,"0/102075/102079","生态学,Ecology"
生物科学类,整合科学,102080,"0/102075/102080","整合科学,Integrative Science"
生物科学类,神经科学,102081,"0/102075/102081","神经科学,Neuroscience"
中药学类,中药学,102083,"0/102082/102083","中药学,Chinese Medicine"
中药学类,中药资源与开发,102084,"0/102082/102084","中药资源与开发,Chinese medicine resources and development"
中药学类,藏药学,102085,"0/102082/102085","藏药学,Tibetan Medicine"
中药学类,蒙药学,102086,"0/102082/102086","蒙药学,Mongolian medicine"
中药学类,中药制药,102087,"0/102082/102087","中药制药,Chinese medicine"
中药学类,中草药栽培与鉴定,102088,"0/102082/102088","中草药栽培与鉴定,Cultivation and identification of Chinese herbal medicine"
科学技术史类,科学技术史,102090,"0/102089/102090","科学技术史,History of Science and Technology"
天文学类,天文学,102092,"0/102091/102092","天文学,astronomy"
中医学类,中医学,102094,"0/102093/102094","中医学,Traditional Chinese Medicine"
中医学类,针灸推拿学,102095,"0/102093/102095","针灸推拿学,Acupuncture and Massage"
中医学类,藏医学,102096,"0/102093/102096","藏医学,Tibetan Medicine"
中医学类,蒙医学,102097,"0/102093/102097","蒙医学,Mongolian Medicine"
中医学类,维医学,102098,"0/102093/102098","维医学,Uyghur Medicine"
中医学类,壮医学,102099,"0/102093/102099","壮医学,Zhuang Medicine"
中医学类,哈医学,102100,"0/102093/102100","哈医学,Harbin Medical University"
中医学类,傣医学,102101,"0/102093/102101","傣医学,Dai Medicine"
中医学类,回医学,102102,"0/102093/102102","回医学,Back to Medicine"
中医学类,中医康复学,102103,"0/102093/102103","中医康复学,Chinese Medicine Rehabilitation"
中医学类,中医养生学,102104,"0/102093/102104","中医养生学,Chinese Medicine Health"
中医学类,中医儿科学,102105,"0/102093/102105","中医儿科学,Chinese Medicine Pediatrics"
中医学类,中医骨伤科学,102106,"0/102093/102106","中医骨伤科学,Traditional Chinese Medicine Orthopedics"
公共卫生与预防医学类,预防医学,102108,"0/102107/102108","预防医学,Preventive Medicine"
公共卫生与预防医学类,食品卫生与营养学,102109,"0/102107/102109","食品卫生与营养学,Food Hygiene and Nutrition"
公共卫生与预防医学类,妇幼保健医学,102110,"0/102107/102110","妇幼保健医学,Maternal and Child Health Medicine"
公共卫生与预防医学类,卫生监督,102111,"0/102107/102111","卫生监督,Health supervision"
公共卫生与预防医学类,全球健康学,102112,"0/102107/102112","全球健康学,Global Health"
公共卫生与预防医学类,运动与公共健康,102113,"0/102107/102113","运动与公共健康,Sports and public health"
公共卫生与预防医学类,公共卫生与预防医学,102114,"0/102107/102114","公共卫生与预防医学,Public Health and Preventive Medicine"
马克思主义理论类,科学社会主义,102116,"0/102115/102116","科学社会主义,Scientific Socialism"
马克思主义理论类,中国共产党历史,102117,"0/102115/102117","中国共产党历史,History of the Communist Party of China"
马克思主义理论类,思想政治教育,102118,"0/102115/102118","思想政治教育,Ideological and political education"
马克思主义理论类,马克思主义理论,102119,"0/102115/102119","马克思主义理论,Marxist theory"
经济与贸易类,国际经济与贸易,102121,"0/102120/102121","国际经济与贸易,International Economics and Trade,International Trading"
经济与贸易类,贸易经济,102122,"0/102120/102122","贸易经济,Trade Economy"
经济与贸易类,国际经济发展合作,102123,"0/102120/102123","国际经济发展合作,International Economic Development Cooperation"
法律执行类,司法警务,102125,"0/102124/102125","司法警务,Judicial Police"
法律执行类,刑事矫正与管理,102126,"0/102124/102126","刑事矫正与管理,Criminal Correction and Management"
法律执行类,司法警务管理,102127,"0/102124/102127","司法警务管理,Judicial Police Management"
法律执行类,综合行政执法,102128,"0/102124/102128","综合行政执法,Comprehensive administrative law enforcement"
纺织科学与工程类,纺织科学与工程,102130,"0/102129/102130","纺织科学与工程,Textile Science and Engineering"
机械设计制造类,数字化设计与制造技术,102132,"0/102131/102132","数字化设计与制造技术,Digital design and manufacturing technology"
机械设计制造类,机械制造及自动化,102133,"0/102131/102133","机械制造及自动化,Mechanical manufacturing and automation"
机械设计制造类,工业工程技术,102134,"0/102131/102134","工业工程技术,Industrial Engineering Technology"
机械设计制造类,材料成型及控制技术,102135,"0/102131/102135","材料成型及控制技术,Material Forming and Control Technology"
机械设计制造类,现代铸造技术,102136,"0/102131/102136","现代铸造技术,Modern casting technology"
机械设计制造类,现代锻压技术,102137,"0/102131/102137","现代锻压技术,Modern Forging Technology"
机械设计制造类,智能焊接技术,102138,"0/102131/102138","智能焊接技术,Intelligent welding technology"
机械设计制造类,工业材料表面处理技术,102139,"0/102131/102139","工业材料表面处理技术,Industrial material surface treatment technology"
机械设计制造类,增材制造技术,102140,"0/102131/102140","增材制造技术,Additive Manufacturing Technology"
