标签名,公司名
上市公司,湖南景峰医药股份有限公司
上市公司,湖南梦洁家纺股份有限公司
上市公司,湖南正虹科技发展股份有限公司
中国物业服务企业综合实力500强,湖南水清木华物业管理有限公司
上市公司,湖南汉森制药股份有限公司
上市公司,湖南泰嘉新材料科技股份有限公司
上市公司,湖南海利化工股份有限公司
中国物业服务企业综合实力500强,湖南湘江城市运营管理有限公司
上市公司,湖南湘邮科技股份有限公司
上市公司,湖南电广传媒股份有限公司
上市公司,湖南科创信息技术股份有限公司
上市公司,湖南科力尔电机股份有限公司
上市公司,湖南科力远新能源股份有限公司
上市公司,湖南红宇耐磨新材料股份有限公司
驰名商标,湖南纽曼数码科技有限公司 - 长沙市 - 平板电脑
"2023中国物业服务企业综合实力500强,中国物业服务企业综合实力500强",湖南豪布斯卡物业管理股份有限公司
"2023中国学校物业服务领先企业,2023中国物业服务企业综合实力500强,2023中国行政办公物业服务领先企业,中国物业服务企业综合实力500强",湖南逸欣环境服务集团有限公司
上市公司,湖南郴电国际发展股份有限公司
"2023中国物业服务企业综合实力500强,中国物业服务企业综合实力500强",湖南都美物业管理有限公司
中国物业服务企业综合实力500强,湖南金地物业发展有限公司
"2024年中国银行业前100名单,中国银行业100强榜单",湖南银行
上市公司,湖南长高高压开关集团股份公司
"2023中国住宅物业服务领先企业,2023中国物业服务企业综合实力500强,中国物业服务企业综合实力500强",湖南鲲鹏物业服务有限公司
"2023中国医院物业服务领先企业,2023中国物业服务企业综合实力500强,2023中国物业社会责任贡献领先企业,中国物业服务企业综合实力500强",湖南鸿运物业管理集团股份有限公司
中国物业服务企业综合实力500强,湖南鹏基居业物业管理有限公司
上市公司,湖南黄金股份有限公司
2025全国高新区盈利能力百强榜单,湖州莫干山高新技术产业开发区
上市公司,湘潭电化科技股份有限公司
上市公司,湘潭电机股份有限公司
2025全国高新区盈利能力百强榜单,湘潭高新技术产业开发区
"2023中国公众物业服务领先企业,2023中国物业服务企业综合实力500强,中国物业服务企业综合实力500强",湘诚现代城市运营服务股份有限公司
上市公司,湛江国联水产开发股份有限公司
2025全国高新区盈利能力百强榜单,湛江高新技术产业开发区
区域百强,源山投资控股有限公司
瞪羚企业,溪木源
2025全国高新区盈利能力百强榜单,滁州高新技术产业开发区
独角兽,满懿 (上海) 房地产咨询有限公司
瞪羚企业,滴普科技
上市公司,漳州片仔癀药业股份有限公司
上市公司,潍坊亚星化学股份有限公司
上市公司,潍坊北大青鸟华光科技股份有限公司
2025全国高新区盈利能力百强榜单,潍坊高新技术产业开发区
"上市公司,中国500强",潍柴动力股份有限公司
上市公司,潍柴重机股份有限公司
上市公司,潜江永安药业股份有限公司
上市公司,潜能恒信能源技术股份有限公司
"世界500强,中国500强",潞安集团
上市公司,潮州三环(集团)股份有限公司
瞪羚企业,澎立生物
世界500强,澳大利亚伍尔沃斯公司
世界500强,澳大利亚国民银行
世界500强,澳新银行集团
上市公司,澳柯玛股份有限公司
世界500强,澳洲联邦银行
上市公司,濮阳惠成电子材料股份有限公司
上市公司,濮阳濮耐高温材料(集团)股份有限公司
瞪羚企业,瀚海新酶
上市公司,瀚蓝环境股份有限公司
瞪羚企业,瀚薪科技
"2025 福布斯中国人工智能科技企业 TOP 50,2025福布斯中国人工智能科技企业TOP50",火山引擎
独角兽,炫一下(北京)科技有限公司
"2025中国药品研发综合实力TOP100,上市公司",烟台东诚药业集团股份有限公司
上市公司,烟台中宠食品股份有限公司
上市公司,烟台双塔食品股份有限公司
上市公司,烟台园城黄金股份有限公司
"上市公司,驰名商标",烟台张裕葡萄酿酒股份有限公司
上市公司,烟台杰瑞石油服务集团股份有限公司
上市公司,烟台正海生物科技股份有限公司
上市公司,烟台正海磁性材料股份有限公司
上市公司,烟台泰和新材料股份有限公司
2025全国高新区盈利能力百强榜单,烟台高新技术产业开发区
上市公司,烟台龙源电力技术股份有限公司
"上市公司,中国500强",烽火通信科技股份有限公司
上市公司,焦作万方铝业股份有限公司
上市公司,焦点科技股份有限公司
上市公司,熊猫金控股份有限公司
瞪羚企业,熙华检测
世界500强,爱信精机
上市公司,爱尔眼科医院集团股份有限公司
瞪羚企业,爱科百发
世界500强,爱立信公司
瞪羚企业,爱芯元智
2025年CNPP中华老字号行业十大品牌榜中榜名录,片仔癀药业
上市公司,牡丹江恒丰纸业股份有限公司
上市公司,牧原食品股份有限公司
"2025年《财富》中国500强榜单,世界500强,中国500强,区域百强",物产中大集团股份有限公司
上市公司,特一药业集团股份有限公司
"上市公司,中国500强",特变电工股份有限公司
驰名商标,特步(中国)有限公司 - 晋江市 - 运动服饰
瞪羚企业,特纳飞
世界500强,特许通讯公司
瞪羚企业,猎声电子
上市公司,獐子岛集团股份有限公司
中国500强,玉柴国际有限公司
2025全国高新区盈利能力百强榜单,玉溪高新技术产业开发区
"上市公司,中国500强",王府井集团股份有限公司
"中国500强,区域百强",玖龙纸业(控股)有限公司
2025全球海运货代50强榜单中的中国企业,环世物流（Worldwide Logistics Group）
"中国500强,区域百强",环旭电子股份有限公司
区域百强,环胜电子(深圳)有限公司
上市公司,环能科技股份有限公司
上市公司,现代投资股份有限公司
世界500强,现代摩比斯公司
世界500强,现代汽车
瞪羚企业,珞石机器人
2025年《财富》中国500强净资产收益率（ROE）TOP10,珠海万达商业管理集团股份有限公司
上市公司,珠海世纪鼎利科技股份有限公司
上市公司,珠海中富实业股份有限公司
上市公司,珠海健帆生物科技股份有限公司
上市公司,珠海光库科技股份有限公司
上市公司,珠海全志科技股份有限公司
"2023年中国房地产企业稳健经营榜,2025 中国房地产百强企业,上市公司,中国500强,地产百强",珠海华发实业股份有限公司
"2024年中国银行业前100名单,中国银行业100强榜单",珠海华润银行
上市公司,珠海华金资本股份有限公司
上市公司,珠海和佳医疗设备股份有限公司
上市公司,珠海市乐通化工股份有限公司
区域百强,珠海市魅族科技有限公司
上市公司,珠海恒基达鑫国际化工仓储股份有限公司
"上市公司,中国500强",珠海格力电器股份有限公司
上市公司,珠海欧比特宇航科技股份有限公司
上市公司,珠海汇金科技股份有限公司
上市公司,珠海润都制药股份有限公司
上市公司,珠海港股份有限公司
上市公司,珠海英搏尔电气股份有限公司
上市公司,珠海赛隆药业股份有限公司
区域百强,珠海银隆新能源股份有限公司
2025全国高新区盈利能力百强榜单,珠海高新技术产业开发区
2025中国生物药研发实力排行榜TOP50,球山耐约采创月限公可
瞪羚企业,理想万里晖
中国500强,理文造纸有限公司
瞪羚企业,琻捷电子
八大会计师事务所,瑞华会计师事务所
瞪羚企业,瑞博生物
世界500强,瑞士ABB集团
2024全球保险品牌价值100强排行榜,瑞士人寿
世界500强,瑞士信贷
"2024全球保险品牌价值100强排行榜,世界500强",瑞士再保险股份有限公司
世界500强,瑞士罗氏公司
区域百强,瑞声科技控股有限公司
"2022中国房地产企业综合实力TOP100,2023年中国房地产企业稳健经营榜",瑞安房地产
2025 中国房地产百强企业,瑞安房地产有限公司
"上市公司,中国500强",瑞康医药股份有限公司
上市公司,瑞泰科技股份有限公司
"2024年中国银行业前100名单,中国银行业100强榜单",瑞穗银行（中国）
"上市公司,中国500强",瑞茂通供应链管理股份有限公司
世界500强,瑞银集团
2025全国高新区盈利能力百强榜单,璧山高新技术产业开发区
世界500强,瓦莱罗能源公司
瞪羚企业,甄云科技
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",甘李药业股份有限公司
上市公司,甘肃上峰水泥股份有限公司
上市公司,甘肃亚盛实业(集团)股份有限公司
上市公司,甘肃刚泰控股(集团)股份有限公司
中国物业服务企业综合实力500强,甘肃建投物业管理集团有限公司
上市公司,甘肃电投能源发展股份有限公司
上市公司,甘肃皇台酒业股份有限公司
上市公司,甘肃省敦煌种业股份有限公司
上市公司,甘肃祁连山水泥集团股份有限公司
上市公司,甘肃荣华实业(集团)股份有限公司
上市公司,甘肃莫高实业发展股份有限公司
"上市公司,中国500强",甘肃酒钢集团宏兴钢铁股份有限公司
"2024年中国银行业前100名单,中国银行业100强榜单",甘肃银行
上市公司,甘肃陇神戎发药业股份有限公司
上市公司,甘肃靖远煤电股份有限公司
"2025年CNPP软件开发公司行业十大品牌榜中榜名录,2025年十大软件开发公司排行榜",用友 yonyou
"2018年（第17届）中国软件业务收入前百家企业,2019年（第18届）中国软件业务收入前百家企业,上市公司,区域百强",用友网络科技股份有限公司
"世界500强,大厂经验",甲骨文(中国)软件系统有限公司
世界500强,甲骨文公司
"上市公司,中国500强",申万宏源集团股份有限公司
中国500强,申洲国际集团控股有限公司
上市公司,申科滑动轴承股份有限公司
区域百强,申能(集团)有限公司
"上市公司,中国500强",申能股份有限公司
上市公司,申通快递股份有限公司
中国最好的期货公司,申银万国期货
上市公司,电光防爆科技股份有限公司
世界500强,电装公司
"2025年《财富》中国500强榜单,上市公司",电连技术股份有限公司
独角兽,界面(上海)网络科技有限公司
中国500强,白银有色集团股份有限公司
中国500强,百丽国际控股有限公司
世界500强,百事公司
瞪羚企业,百分点
瞪羚企业,百图生科
上市公司,百大集团股份有限公司
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",百奥泰生物制药股份有限公司
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",百奥赛图（北京）医药科技股份有限公司
世界500强,百威英博
2025 全球独角兽榜,百川智能
"BAT,中国500强,大厂经验",百度(中国)有限公司
高新技术企业,百度在线网络技术（北京）有限公司
"2025 福布斯中国人工智能科技企业 TOP 50,2025福布斯中国人工智能科技企业TOP50",百度智能云
2024中国软件企业150强名单,百度网讯科技
"2023中国大数据企业50强名单,2025年中国区块链行业重点企业核心竞争力排名,BAT,中国500强,全球区块链50强榜单",百度股份有限公司
世界500强,百思买
瞪羚企业,百明信康
独角兽,百望股份有限公司
上市公司,百洋产业投资集团股份有限公司
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",百济神州
2022年信托公司行业评级A类公司榜单,百瑞信托
2024全球保险品牌价值100强排行榜,皇家太阳联合保险
世界500强,皇家阿霍德德尔海兹集团
上市公司,皇氏集团股份有限公司
上市公司,盈峰环境科技集团股份有限公司
上市公司,盈方微电子股份有限公司
区域百强,益海嘉里投资有限公司
上市公司,盐津铺子食品股份有限公司
瞪羚企业,盖雅工场
"2024年中国银行业前100名单,中国500强,中国银行业100强榜单",盛京银行股份有限公司
"上市公司,中国500强",盛屯矿业集团股份有限公司
2025年《财富》中国500强榜单,盛虹控股集团有限公司
上市公司,盛达矿业股份有限公司
瞪羚企业,直客通
区域百强,盾安控股集团有限公司
瞪羚企业,真迈生物
上市公司,睿康文远电缆股份有限公司
瞪羚企业,瞻芯电子
"2018年（第17届）中国软件业务收入前百家企业,2019年（第18届）中国软件业务收入前百家企业",石化盈科信息技术有限责任公司
"2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100,上市公司",石家庄以岭药业股份有限公司
"2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",石家庄四药有限公司
2025 中国房地产百强企业,石家庄国控城市发展投资集团有限责任公司
上市公司,石家庄常山北明科技股份有限公司
上市公司,石家庄通合电子科技股份有限公司
国家企业技术中心,石家庄铁道大学装备制造技术中心 - 石家庄
2025全国高新区盈利能力百强榜单,石家庄高新技术产业开发区
地产百强,石榴置业集团有限公司
区域百强,石狮市佳龙石化纺纤有限公司
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",石药控股集团有限公司
2024年度中国医药工业主营业务收入前100位企业,石药集团
区域百强,研祥高科技控股集团有限公司
"2022中国房地产企业综合实力TOP100,2022中国房地产百强企业榜,世界500强,中国500强,中国房地产品牌价值排行榜前十名,区域百强,地产百强",碧桂园控股有限公司
"2023中国产业园区物业服务领先企业,2023中国智慧物业服务领先企业,2023中国物业城市服务领先企业,2023中国物业增值服务运营领先企业,2023中国物业服务企业综合实力500强,中国物业服务企业综合实力500强",碧桂园生活服务集团股份有限公司
瞪羚企业,碳一新能源
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",礼新医药科技（上海）有限公司
2024年中国物业服务企业500强优选服务商智慧物业领域品牌,社区半径
"世界500强,中国500强",神华集团
上市公司,神宇通信科技股份公司
独角兽,神州优车股份有限公司
"2018年（第17届）中国软件业务收入前百家企业,2019年（第18届）中国软件业务收入前百家企业,2025 福布斯中国人工智能科技企业 TOP 50,2025 福布斯中国人工智能科技企业 TOP 50 评选,2025福布斯中国人工智能科技企业TOP50,上市公司",神州数码信息服务股份有限公司
"上市公司,中国500强",神州数码集团股份有限公司
上市公司,神州易桥信息服务股份有限公司
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",神州细胞工程有限公司
"上市公司,区域百强",神州长城股份有限公司
上市公司,神州高铁技术股份有限公司
上市公司,神思电子技术股份有限公司
上市公司,神雾环保技术股份有限公司
上市公司,神雾节能股份有限公司
上市公司,神马实业股份有限公司
区域百强,祥兴(福建)箱包集团有限公司
2022中国房地产企业综合实力TOP100,祥生地产
区域百强,祥生实业集团有限公司
地产百强,祥生控股(集团)有限公司
上市公司,福安药业(集团)股份有限公司
"2018年（第17届）中国软件业务收入前百家企业,2019年（第18届）中国软件业务收入前百家企业,区域百强",福州福大自动化科技有限公司
中国物业服务企业综合实力500强,福州融侨物业管理有限公司
区域百强,福州闽台茶业有限公司
2025全国高新区盈利能力百强榜单,福州高新技术产业开发区
"上市公司,驰名商标",福建七匹狼实业股份有限公司
"上市公司,区域百强",福建三木集团股份有限公司
"上市公司,中国500强",福建三钢闽光股份有限公司
驰名商标,福建东方食品集团有限公司 - 漳州市 - 果干、坚果
上市公司,福建东百集团股份有限公司
区域百强,福建亿鑫钢铁有限公司
上市公司,福建众和股份有限公司
区域百强,福建佳通轮胎有限公司
上市公司,福建元力活性炭股份有限公司
上市公司,福建凤竹纺织科技股份有限公司
区域百强,福建凯西集团有限公司
区域百强,福建华电可门发电有限公司
上市公司,福建南平太阳电缆股份有限公司
中国物业服务企业综合实力500强,福建南方物业管理有限公司
上市公司,福建南纺股份有限公司
上市公司,福建博思软件股份有限公司
上市公司,福建发展高速公路股份有限公司
区域百强,福建吴航不锈钢制品有限公司
上市公司,福建圣农发展股份有限公司
区域百强,福建大唐国际宁德发电有限公司
上市公司,福建实达集团股份有限公司
上市公司,福建广生堂药业股份有限公司
区域百强,福建建工集团总公司
区域百强,福建捷联电子有限公司
区域百强,福建新华都购物广场股份有限公司
上市公司,福建新大陆电脑股份有限公司
区域百强,福建旷远(集团)有限公司
上市公司,福建星云电子股份有限公司
"2018年（第17届）中国软件业务收入前百家企业,2019年（第18届）中国软件业务收入前百家企业,上市公司,区域百强",福建星网锐捷通讯股份有限公司
上市公司,福建榕基软件股份有限公司
区域百强,福建正荣集团有限公司
上市公司,福建水泥股份有限公司
中国物业服务企业综合实力500强,福建永安物业管理有限公司
上市公司,福建永福电力设计股份有限公司
上市公司,福建浔兴拉链科技股份有限公司
上市公司,福建海源自动化机械股份有限公司
上市公司,福建漳州发展股份有限公司
区域百强,福建百宏聚纤科技实业有限公司
区域百强,福建省三钢(集团)有限责任公司
中国物业服务企业综合实力500强,福建省中庚物业管理有限公司
区域百强,福建省九龙建设集团有限公司
区域百强,福建省交通运输集团有限责任公司
区域百强,福建省南平铝业有限公司
区域百强,福建省晋江市电力有限责任公司
上市公司,福建省永安林业(集团)股份有限公司
区域百强,福建省汽车工业集团有限公司
上市公司,福建省燕京惠泉啤酒股份有限公司
区域百强,福建省电力有限公司
区域百强,福建省电子信息(集团)有限责任公司
区域百强,福建省能源集团有限责任公司
区域百强,福建省船舶工业集团公司
区域百强,福建省金纶高纤股份有限公司
区域百强,福建省长乐市供电有限公司
区域百强,福建省闽南建筑工程有限公司
上市公司,福建省闽发铝业股份有限公司
上市公司,福建省青山纸业股份有限公司
上市公司,福建福日电子股份有限公司
区域百强,福建福晟集团有限公司
上市公司,福建福晶科技股份有限公司
上市公司,福建纳川管材科技股份有限公司
区域百强,福建联合石油化工有限公司
区域百强,福建金帝集团有限公司
上市公司,福建金森林业股份有限公司
区域百强,福建鑫海冶金有限公司
上市公司,福建闽东电力股份有限公司
区域百强,福建阳光实业发展股份有限公司
上市公司,福建阿石创新材料股份有限公司
上市公司,福建雪人股份有限公司
上市公司,福建青松股份有限公司
"上市公司,区域百强",福建龙净环保股份有限公司
上市公司,福建龙洲运输股份有限公司
上市公司,福建龙溪轴承(集团)股份有限公司
2022中国房地产企业综合实力TOP100,福星惠誉
世界500强,福特汽车公司
瞪羚企业,福瑞泰克
中国物业服务企业综合实力500强,福田物业发展有限公司
"上市公司,中国500强,区域百强",福耀玻璃工业集团股份有限公司
中国500强,禹洲地产股份有限公司
瞪羚企业,禾多科技
区域百强,科世达(上海)管理有限公司
瞪羚企业,科亚方舟
上市公司,科大国创软件股份有限公司
上市公司,科大智能科技股份有限公司
"2018年（第17届）中国软件业务收入前百家企业,2019年（第18届）中国软件业务收入前百家企业,2023中国VR50强企业,2025 福布斯中国人工智能科技企业 TOP 50,2025福布斯中国人工智能科技企业TOP50,AI四小龙,上市公司,中国金融科技竞争力TOP100",科大讯飞股份有限公司
瞪羚企业,科望医药
上市公司,科林环保装备股份有限公司
上市公司,科顺防水科技股份有限公司
上市公司,秦川机床工具集团股份公司
上市公司,秦皇岛天业通联重工股份有限公司
上市公司,积成电子股份有限公司
2023中国大数据企业50强名单,移动
瞪羚企业,移芯通信
世界500强,空中客车集团
八大会计师事务所,立信会计师事务所
上市公司,立昂技术股份有限公司
"上市公司,中国500强",立讯精密工业股份有限公司
驰名商标,立邦涂料(中国)有限公司 - 日本 - 涂料
瞪羚企业,端点科技
上市公司,第一创业证券股份有限公司
"2024全球保险品牌价值100强排行榜,世界500强",第一生命控股有限公司
世界500强,第一资本金融公司
"2025 福布斯中国人工智能科技企业 TOP 50,2025福布斯中国人工智能科技企业TOP50",第四范式
2024全球保险品牌价值100强排行榜,简保生命保险
世界500强,米其林公司
瞪羚企业,米未传媒
2024年信托公司利润总额榜单,粤财信托
上市公司,精伦电子股份有限公司
区域百强,精功集团有限公司
上市公司,精华制药集团股份有限公司
"2025 全球汽车零部件配套供应商百强榜,2025全球汽车零部件配套供应商百强榜",精工汽车
中国物业服务企业综合实力500强,索克科技服务股份有限公司
世界500强,索尼
2024全球保险品牌价值100强排行榜,索尼人寿
上市公司,索菲亚家居股份有限公司
世界500强,索迪斯
上市公司,紫光国芯股份有限公司
"上市公司,中国500强",紫光股份有限公司
"2022年信托公司行业评级A类公司榜单,2024年信托公司利润总额榜单",紫金信托
"上市公司,中国500强,区域百强,驰名商标",紫金矿业集团股份有限公司
上市公司,红宝丽集团股份有限公司
区域百强,红星美凯龙控股集团有限公司
区域百强,红狮控股集团有限公司
上市公司,红相股份有限公司
上市公司,纳思达股份有限公司
独角兽,纳恩博(北京)科技有限公司
区域百强,纳爱斯集团有限公司
瞪羚企业,纵腾网络
2025年中国区块链行业重点企业核心竞争力排名,纸贵科技
瞪羚企业,纽福斯
2022全球资管500强,纽约梅隆
瞪羚企业,纽脉医疗
"上市公司,区域百强",经纬纺织机械股份有限公司
瞪羚企业,统信软件
2024全球保险品牌价值100强排行榜,维也纳保险集团
"2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",维亚臻生物技术（苏州）有限公司
大厂经验,维沃控股有限公司
2019年（第18届）中国软件业务收入前百家企业,维沃移动通信（深圳）有限公司
区域百强,维科控股集团股份有限公司
上市公司,维维食品饮料股份有限公司
瞪羚企业,维视艾康特
区域百强,维达纸业(中国)有限公司
上市公司,绵阳富临精工机械股份有限公司
2025中国生物药研发实力排行榜TOP50,绿叶制药售团有阳公司
"2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",绿叶制药集团有限公司
"2022中国房地产企业综合实力TOP100,2023年中国房地产企业重振榜,世界500强,中国500强,区域百强",绿地控股集团有限公司
"上市公司,地产百强",绿地控股集团股份有限公司
"2022中国房地产企业综合实力TOP100,2023年中国房地产企业稳健经营榜,2025 中国房地产百强企业,中国500强,区域百强,地产百强",绿城中国控股有限公司
"2023中国住宅物业服务领先企业,2023中国物业城市服务领先企业,2023中国物业服务企业综合实力500强,2023中国行政办公物业服务领先企业,中国物业服务企业综合实力500强",绿城物业服务集团有限公司
上市公司,绿康生化股份有限公司
上市公司,绿景控股股份有限公司
中国物业服务企业综合实力500强,绿清生活服务深圳有限公司
中国物业服务企业综合实力500强,绿都智慧生活服务有限公司
"2019年（第18届）中国软件业务收入前百家企业,上市公司",网宿科技股份有限公司
"中国500强,大厂经验",网易(杭州)网络有限公司
2025全球海运货代前十位,罗宾升（C.H.RobinsonWorldwide）
上市公司,罗牛山股份有限公司
上市公司,罗莱生活科技股份有限公司
上市公司,罗顿发展股份有限公司
独角兽,美丽联合集团
上市公司,美克国际家居用品股份有限公司
世界500强,美国全国保险公司
2024全球保险品牌价值100强排行榜,美国再保险集团
世界500强,美国利宝互助保险集团
世界500强,美国劳氏公司
世界500强,美国合众银行
"2024全球保险品牌价值100强排行榜,世界500强",美国国际集团
"2024全球保险品牌价值100强排行榜,世界500强",美国家庭人寿保险公司
世界500强,美国富国银行
世界500强,美国康卡斯特电信公司
世界500强,美国快捷药方控股公司
世界500强,美国教师退休基金会
世界500强,美国电话电报公司
世界500强,美国纽约人寿保险公司
世界500强,美国联合大陆控股有限公司
世界500强,美国航空集团
世界500强,美国诺斯洛普格拉曼公司
世界500强,美国运通公司
世界500强,美国邮政
世界500强,美国银行
"2025 福布斯中国人工智能科技企业 TOP 50,2025福布斯中国人工智能科技企业TOP50",美图
上市公司,美好置业集团股份有限公司
上市公司,美尚生态景观股份有限公司
上市公司,美年大健康产业控股股份有限公司
上市公司,美康生物科技股份有限公司
世界500强,美敦力公司
瞪羚企业,美柚
上市公司,美格智能技术股份有限公司
世界500强,美洲电信
世界500强,美源伯根公司
"2022中国房地产企业综合实力TOP100,2023年中国房地产企业稳健经营榜,地产百强",美的置业集团有限公司
"2025 福布斯中国人工智能科技企业 TOP 50,2025 福布斯中国人工智能科技企业 TOP 50 评选,2025年《财富》中国500强榜单,2025福布斯中国人工智能科技企业TOP50,上市公司,世界500强,中国500强,区域百强,驰名保护,高新技术企业",美的集团股份有限公司
上市公司,美盈森集团股份有限公司
上市公司,美盛文化创意股份有限公司
"2023中国产业园区物业服务领先企业,2023中国物业服务企业综合实力500强,中国物业服务企业综合实力500强",美置服务集团
瞪羚企业,美迈科技
上市公司,美都能源股份有限公司
瞪羚企业,美餐
"2023中国物业服务企业综合实力500强,中国物业服务企业综合实力500强",翔宇物业管理有限公司
区域百强,翔鹭石化股份有限公司
"2025中国生物药研发实力排行榜TOP50,2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",翰森制药集团有限公司
"2025年CNPP中华老字号行业十大品牌榜中榜名录,上市公司,中国500强,区域百强",老凤祥股份有限公司
"2025 福布斯中国人工智能科技企业 TOP 50,2025 福布斯中国人工智能科技企业 TOP 50 评选,2025福布斯中国人工智能科技企业TOP50",考拉悠然
中国500强,耐世特汽车系统集团有限公司
世界500强,耐克公司
上市公司,联创电子科技股份有限公司
上市公司,联化科技股份有限公司
中国500强,联华超市股份有限公司
"2022中国房地产企业综合实力TOP100,2023年中国房地产企业稳健经营榜,2025 中国房地产百强企业,区域百强,地产百强",联发集团有限公司
世界500强,联合信贷集团
世界500强,联合健康集团
世界500强,联合利华
世界500强,联合包裹速递服务公司
世界500强,联合技术公司
世界500强,联合服务汽车协会
"2023中国VR50强企业,2024VR50强企业",联想新视界（北京）科技有限公司
区域百强,联想移动通信科技有限公司
"2018中国大数据企业50强名单,2025 福布斯中国人工智能科技企业 TOP 50,2025年《财富》中国500强榜单,2025福布斯中国人工智能科技企业TOP50,世界500强,中国500强,驰名保护",联想集团有限公司
上市公司,联美量子股份有限公司
2023中国大数据企业50强名单,联通
2024中国软件企业150强名单,联通数科
2023中国VR50强企业,联通灵境视讯（江西）科技有限公司
世界500强,联邦快递
上市公司,聚光科技(杭州)股份有限公司
独角兽,聚宝互联科技(深圳)股份有限公司
瞪羚企业,聚水潭
上市公司,聚灿光电科技股份有限公司
瞪羚企业,聚盟物流
上市公司,聚龙股份有限公司
上市公司,肇庆华锋电子铝箔股份有限公司
上市公司,胜宏科技(惠州)股份有限公司
2023年中国房地产企业稳健经营榜,能建城发
"2025年中国区块链行业重点企业核心竞争力排名,独角兽",腾讯云计算有限公司
"2025 福布斯中国人工智能科技企业 TOP 50,2025福布斯中国人工智能科技企业TOP50",腾讯元宝
"2018中国大数据企业50强名单,2022最具价值品牌榜,2024中国软件企业150强名单,2025 《财富》中国 500 强排行榜,2025年CNPP上市公司行业十大品牌榜中榜名录,2025年《财富》中国500强排行榜,2025年《财富》中国500强榜单,BAT,世界500强,中国500强,全球区块链50强榜单,区域百强,大厂经验,最具价值公司榜",腾讯控股有限公司
国家企业技术中心,腾讯科技有限公司 - 深圳
高新技术企业,腾讯科技（深圳）有限公司
大厂经验,腾讯音乐娱乐(深圳)有限公司
上市公司,腾达建设集团股份有限公司
上市公司,腾邦国际商业服务集团股份有限公司
区域百强,腾邦集团有限公司
瞪羚企业,自嗨锅
八大会计师事务所,致同会计师事务所
区域百强,致达控股集团有限公司
瞪羚企业,臻和科技
瞪羚企业,臻格生物
瞪羚企业,臻驱科技
上市公司,舍得酒业股份有限公司
上市公司,舒泰神(北京)生物制药股份有限公司
中国500强,舜宇光学科技(集团)有限公司
区域百强,舜宇集团有限公司
区域百强,舜杰建设(集团)有限公司
"2025年CNPP软件开发公司行业十大品牌榜中榜名录,2025年十大软件开发公司排行榜",航天信息 Aisino
"2018年（第17届）中国软件业务收入前百家企业,2019年（第18届）中国软件业务收入前百家企业,上市公司,中国500强",航天信息股份有限公司
上市公司,航天工业发展股份有限公司
"上市公司,中国500强",航天时代电子技术股份有限公司
上市公司,航天晨光股份有限公司
上市公司,航天科技控股集团股份有限公司
"上市公司,中国500强",航天通信控股集团股份有限公司
上市公司,航锦科技股份有限公司
瞪羚企业,色界美妆
世界500强,艾伯森公司
世界500强,艾伯维
2024全球保险品牌价值100强排行榜,艾弗再保险
瞪羚企业,艾柯医疗
上市公司,艾格拉斯股份有限公司
瞪羚企业,艾棣维欣
世界500强,艾睿电子
驰名商标,艾美特电器(深圳)有限公司 - 广东省 - 电风扇/电暖器
"2023中国VR50强企业,2024VR50强企业",艾迪普科技股份有限公司
瞪羚企业,节卡机器人
上市公司,芜湖海螺型材科技股份有限公司
上市公司,芜湖长信科技股份有限公司
上市公司,芜湖顺荣三七互娱网络科技股份有限公司
瞪羚企业,芯德半导体
瞪羚企业,芯翼信息
瞪羚企业,芯耀辉
区域百强,花园集团有限公司
"2024年中国银行业前100名单,世界500强,中国银行业100强榜单",花旗集团
地产百强,花样年控股集团有限公司
"2024 城际高铁和轨道交通建设企业 TOP50,上市公司",苏交科集团股份有限公司
"世界500强,中国500强",苏宁云商集团股份有限公司
上市公司,苏宁易购集团股份有限公司
上市公司,苏宁环球股份有限公司
上市公司,苏州世名科技股份有限公司
上市公司,苏州东山精密制造股份有限公司
上市公司,苏州中来光伏新材股份有限公司
上市公司,苏州中科创新型材料股份有限公司
科技型中小企业,苏州云核智联科技有限公司
"2025中国药品研发综合实力TOP100,2025中国药品研发综合实力排行榜TOP100",苏州亚盛药业有限公司
中国物业服务企业综合实力500强,苏州华新国际物业管理有限公司
上市公司,苏州华源控股股份有限公司
上市公司,苏州固锝电子股份有限公司
