标签名,公司名,公司别名
区域百强,深圳市诚威新材料有限公司,"深圳市诚威新材料有限公司,诚威"
上市公司,深圳市赛为智能股份有限公司,"深圳市赛为智能股份有限公司,Shenzhen Sunwin Intelligent Co.,Ltd.,赛为智能,深圳市赛为实业有限公司,深圳市赛为智能工程有限公司"
"中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",深圳市赛格物业管理有限公司,
上市公司,深圳市赢合科技股份有限公司,"深圳市赢合科技股份有限公司,赢合科技,SHENZHEN YINGHE TECHNOLOGY CO.,LTD,YH,深圳市赢合科技有限公司"
上市公司,深圳市赢时胜信息技术股份有限公司,"深圳市赢时胜信息技术股份有限公司,SHENZHEN YSSTECH INFO-TECH CO.,LTD,赢时胜,赢时胜信息技术股份有限公司,赢时胜软件,深圳市赢时胜信息技术有限公司,深圳市赢时胜电子技术有限公司"
上市公司,深圳市超频三科技股份有限公司,"深圳市超频三科技股份有限公司,超频三,Shenzhen Fluence Technology PLC.,深圳市超频三科技有限公司"
上市公司,深圳市路畅科技股份有限公司,"深圳市路畅科技股份有限公司,路畅科技,ShenZhen RoadRover Technology Co.,Ltd,深圳市路畅科技有限公司,深圳路畅科技"
独角兽,深圳市辣妈帮科技有限公司,"深圳市辣妈帮科技有限公司,辣妈帮"
上市公司,深圳市远望谷信息技术股份有限公司,"深圳市远望谷信息技术股份有限公司,远望谷,Invengo Information Technology Co., Ltd,深圳远望谷信息技术股份有限公司,深圳市远望谷信息技术有限公司"
上市公司,深圳市迪威迅股份有限公司,"深圳市迪威迅股份有限公司,迪威迅,Shenzhen Dvision Co.,Ltd.,深圳迪威视讯股份有限公司,深圳市迪威视讯技术有限公司,深圳市迪威视讯股份有限公司"
上市公司,深圳市通产丽星股份有限公司,"深圳市通产丽星股份有限公司,通产丽星,Shenzhen Beautystar Co., Ltd,深圳通产丽星股份有限公司,深圳丽星丰达塑料有限公司,深圳石化丽星丰达塑料有限公司"
上市公司,深圳市金奥博科技股份有限公司,"深圳市金奥博科技股份有限公司,SHENZHEN KING EXPLORER SCIENCE AND TECHNOLOGY CORPORATION,金奥博,深圳市金奥博科技有限公司"
上市公司,深圳市金新农科技股份有限公司,"深圳市金新农科技股份有限公司,Shenzhen Jinxinnong Technology Co.,Ltd.,金新农,深圳市金新农饲料股份有限公司,金新农有限"
上市公司,深圳市金溢科技股份有限公司,"深圳市金溢科技股份有限公司,金溢科技,Shenzhen Genvict Technologies Co., Ltd."
区域百强,深圳市金立通信设备有限公司,"深圳市金立通信设备有限公司,金立,GIONEE,金立[深圳市金立通信设备有限公司旗下品牌],金立(深圳市金立通信设备有限公司旗下品牌),金立通信"
"中国软件业务收入前百家企业,上市公司,区域百强",深圳市金证科技股份有限公司,"深圳市金证科技股份有限公司,金证股份,深圳市金证高科技有限公司"
区域百强,深圳市鑫荣懋农产品股份有限公司,"深圳市鑫荣懋农产品股份有限公司,鑫荣懋,欢乐果园,吾彩鲜果"
"上市公司,区域百强",深圳市铁汉生态环境股份有限公司,"深圳市铁汉生态环境股份有限公司,Shenzhen Techand Ecology & Environment Co., Ltd.,铁汉生态,深圳市铁汉园林绿化有限公司,深圳铁汉生态"
上市公司,深圳市银之杰科技股份有限公司,"深圳市银之杰科技股份有限公司,SHENZHEN INFOGEM TECHNOLOGIES CO., LTD.,银之杰,银之杰科技股份有限公司,深圳市银之杰科技有限公司"
上市公司,深圳市银宝山新科技股份有限公司,"深圳市银宝山新科技股份有限公司,银宝山新,SHENZHEN SILVER BASIS TECHNOLOGY CO.,LTD,深圳市银宝山新实业发展有限公司"
"上市公司,中国金融科技竞争力100强",深圳市长亮科技股份有限公司,"深圳市长亮科技股份有限公司,长亮科技,Shenzhen Sunline Tech Co.,Ltd."
上市公司,深圳市长方集团股份有限公司,"深圳市长方集团股份有限公司,长方集团,SHENZHEN CHANGFANG GROUP Co., LTD.,深圳市日海光通讯设备有限公司,深圳市长方网络设备有限公司,深圳市长方光通讯设备有限公司"
上市公司,深圳市长盈精密技术股份有限公司,"深圳市长盈精密技术股份有限公司,长盈精密,Shenzhen Everwin Precision Technology Co.,Ltd"
独角兽,深圳市随手科技有限公司,"深圳市随手科技有限公司,随手记,深圳市金蝶随手网科技有限公司,随手科技"
上市公司,深圳市雄帝科技股份有限公司,"深圳市雄帝科技股份有限公司,雄帝科技,Shenzhen Emperor Technology Company Limited,深圳市雄帝科技发展有限公司"
上市公司,深圳市雄韬电源科技股份有限公司,"深圳市雄韬电源科技股份有限公司,雄韬股份,SHENZHEN CENTER POWER TECH.CO.,LTD.,深圳雄韬电源科技有限公司,深圳市雄韬电源科技有限公司,雄韬电源"
区域百强,深圳市霖峰投资控股有限公司,"深圳市霖峰投资控股有限公司,霖峰控股,深圳市祥南石化投资有限公司"
上市公司,深圳市飞荣达科技股份有限公司,"深圳市飞荣达科技股份有限公司,飞荣达,SHENZHEN FRD SCIENCE & TECHNOLOGY CO., LTD.,深圳市飞荣达科技有限公司"
"上市公司,中国500强",深圳市飞马国际供应链股份有限公司,"深圳市飞马国际供应链股份有限公司,飞马国际,Shenzhen FeiMa International Supply Chain Co.,Ltd,深圳市飞马国际物流有限公司,1998 年7 月,深圳飞马国际"
全国高新区盈利能力百强,深圳市高新技术产业园区,
中国物业服务企业综合实力500强,深圳市鸿荣源物业服务有限公司,
上市公司,深圳市麦捷微电子科技股份有限公司,"深圳市麦捷微电子科技股份有限公司,Shenzhen Microgate Technology Co.,Ltd,麦捷科技,深圳市麦捷微电子科技有限公司"
上市公司,深圳市麦达数字股份有限公司,"深圳市麦达数字股份有限公司,SHEN ZHEN MINDATA HOLDING CO., LTD,麦达数字,深圳市实益达实业有限公司,深圳市实益达科技股份有限公司,实益达科技股份有限公司,实益达科技"
"上市公司,区域百强",深圳广田集团股份有限公司,"深圳广田集团股份有限公司,SHENZHEN GRANDLAND GROUP CO.,LTD.,广田集团,深圳广田装饰集团股份有限公司"
"中国生物药研发实力50强,中国药品研发综合实力100强,中国药品研发综合实力100强,上市公司",深圳康泰生物制品股份有限公司,"深圳康泰生物制品股份有限公司,康泰生物,Shenzhen Kangtai Biological Products Co.,Ltd.,深圳康泰生物制品有限公司"
上市公司,深圳开立生物医疗科技股份有限公司,"深圳开立生物医疗科技股份有限公司,SONOSCAPE MEDICAL CORP.,开立医疗,深圳市开立科技有限公司"
中国药品研发综合实力100强,深圳微芯生物科技股份有限公司,
中国物业服务企业综合实力500强,深圳德诚物业服务有限公司,
上市公司,深圳拓邦股份有限公司,"深圳拓邦股份有限公司,拓邦股份,SHENZHEN TOPBAND CO., LTD.,深圳市拓邦股份有限公司,深圳市拓邦电子科技股份有限公司,深圳市拓邦电子设备有限公司,拓邦科技"
中国500强,深圳控股有限公司,"深圳控股有限公司,中铭智,深圳中铭智文化发展有限公司,深圳控股"
上市公司,深圳文科园林股份有限公司,"深圳文科园林股份有限公司,文科园林,Shenzhen Wenke Landscape Co., Ltd.,深圳市文科园林股份有限公司,深圳市文科园艺实业有限公司,深圳市文科园林花艺有限公司"
上市公司,深圳新宙邦科技股份有限公司,"深圳新宙邦科技股份有限公司,新宙邦,SHENZHEN CAPCHEM TECHNOLOGY CO.,LTD.,深圳市新宙邦电子材料科技有限公司"
上市公司,深圳日海通讯技术股份有限公司,"深圳日海通讯技术股份有限公司,日海通讯,Sunsea Telecommunications Co.,Ltd."
上市公司,深圳明阳电路科技股份有限公司,"深圳明阳电路科技股份有限公司,明阳电路,Sunshine Global Circuits Co., Ltd.,深圳明阳电路科技有限公司"
"中国500强,区域百强",深圳欧菲光科技股份有限公司,"深圳欧菲光科技股份有限公司,欧菲光科技有限公司,欧菲光"
上市公司,深圳汇洁集团股份有限公司,"深圳汇洁集团股份有限公司,汇洁股份,ShenZhen HuiJie Group Co., Ltd.,曼妮芬,伊维斯,深圳市曼妮芬针织品有限公司"
上市公司,深圳海联讯科技股份有限公司,"深圳海联讯科技股份有限公司,Shenzhen Hirisun Technology Incorporated,海联讯,深圳市海联讯科技有限公司,深圳海联讯科技"
上市公司,深圳王子新材料股份有限公司,"深圳王子新材料股份有限公司,王子新材,Shenzhen Prince New Materials Co .,Ltd.,深圳市君开实业有限公司"
上市公司,深圳珈伟光伏照明股份有限公司,"深圳珈伟光伏照明股份有限公司,珈伟股份,Shenzhen Jiawei Photovoltaic Lighting Co.,Ltd."
上市公司,深圳瑞和建筑装饰股份有限公司,"深圳瑞和建筑装饰股份有限公司,SHENZHEN RUIHE CONSTRUCTION DECORATION CO.,LTD.,瑞和股份,深圳瑞和装饰工程有限公司,深圳瑞和装饰涂料工程有限公司,瑞和装饰"
区域百强,深圳百泰投资控股集团有限公司,"深圳百泰投资控股集团有限公司,百泰集团,百泰集团有限公司,深圳市百泰珠宝首饰有限公司,百泰投资"
独角兽,深圳碳云智能科技有限公司,"深圳碳云智能科技有限公司,碳云智能,深圳市碳云智能科技有限公司"
上市公司,深圳科创新源新材料股份有限公司,"深圳科创新源新材料股份有限公司,Shenzhen Cotran New Material Co.,Ltd,科创新源"
上市公司,深圳科士达科技股份有限公司,"深圳科士达科技股份有限公司,科士达,SHENZHEN KSTAR SCIENCE & TECHNOLOGY CO.,LTD,深圳科士达科技发展有限公司,SHENZHENKSTARSCIENCETECHNOLOGYDEVELOPMENTCOMPANYLIMITED深圳科士达科技发展有限公司"
"中国VR50强企业,VR50强企业",深圳积木易搭科技技术有限公司,
上市公司,深圳经济特区房地产(集团)股份有限公司,"深圳经济特区房地产(集团)股份有限公司,深深房,ShenZhen Special Economic Zone Real Estate&Properties (Group) Co., Ltd.,深圳经济特区房地产公司,深物业集团"
上市公司,深圳美丽生态股份有限公司,"深圳美丽生态股份有限公司,SHENZHEN ECOBEAUTY CO., LTD.,美丽生态,深圳华新实业股份有限公司,深圳华新股份有限公司,深圳市华新股份有限公司"
上市公司,深圳翰宇药业股份有限公司,"深圳翰宇药业股份有限公司,翰宇药业,Hybio Pharmaceutical Co., Ltd.,深圳市翰宇药业有限公司"
"上市公司,区域百强",深圳能源集团股份有限公司,"深圳能源集团股份有限公司,Shenzhen Energy Group Co., Ltd.,深圳能源,深圳能源投资股份有限公司"
区域百强,深圳航空有限责任公司,"深圳航空有限责任公司,深航,深圳航空公司,深圳航空"
上市公司,深圳英飞拓科技股份有限公司,"深圳英飞拓科技股份有限公司,英飞拓,SHEN ZHEN INFINOVA LIMITED,英飞拓科技股份有限公司,infinova,英飞拓科技(深圳)有限公司,宽拓科技(深圳)有限公司"
上市公司,深圳莱宝高科技股份有限公司,"深圳莱宝高科技股份有限公司,SHENZHEN LAIBAO HI-TECH CO., LTD.,莱宝高科,深圳市莱宝高科技股份有限公司,深圳中安信和房地产经纪有限公司"
上市公司,深圳诺普信农化股份有限公司,"深圳诺普信农化股份有限公司,SHENZHEN NOPOSION AGROCHEMICALS CO.,LTD.,诺普信,诺普信农化股份有限公司,深圳市诺普信农化有限公司"
上市公司,深圳赤湾港航股份有限公司,"深圳赤湾港航股份有限公司,深赤湾,Shenzhen Chiwan Wharf Holdings Limited,深圳赤湾港航"
上市公司,深圳赫美集团股份有限公司,"深圳赫美集团股份有限公司,Shenzhen Hemei Group Co.,LTD.,赫美集团,浩宁达,HND,深圳浩宁达仪表股份有限公司"
独角兽,深圳越海全球供应链有限公司,"深圳越海全球供应链有限公司,越海全球供应链,越海全球"
"城际高铁和轨道交通建设企业50强,上市公司",深圳达实智能股份有限公司,"深圳达实智能股份有限公司,达实智能,SHENZHEN DAS INTELLITECH CO., LTD.,深圳市达实智能股份有限公司,DAS,深圳达实自动化工程有限公司"
"《财富》中国500强净利润率10强,区域百强",深圳迈瑞生物医疗电子股份有限公司,"深圳迈瑞生物医疗电子股份有限公司,MINDRAY,迈瑞,迈瑞生物医疗电子股份有限公司,深圳迈瑞生物医疗电子有限公司,开曼迈瑞医疗电子深圳有限公司,深圳迈瑞,开曼迈瑞医疗电子(深圳)有限公司,迈瑞医疗"
上市公司,深圳金信诺高新技术股份有限公司,"深圳金信诺高新技术股份有限公司,金信诺,Kingsignal Technology Co.,Ltd."
上市公司,深圳键桥通讯技术股份有限公司,"深圳键桥通讯技术股份有限公司,键桥通讯,SHENZHEN KEYBRIDGE COMMUNICATIONS CO.,LTD."
"上市公司,中国500强",深圳长城开发科技股份有限公司,"深圳长城开发科技股份有限公司,深科技,SHENZHEN KAIFA TECHNOLOGY CO., LTD,长城开发"
上市公司,深圳雷曼光电科技股份有限公司,"深圳雷曼光电科技股份有限公司,雷曼股份,Ledman Optoelectronic Co.,Ltd.,雷米照明,雷曼光电,雷米,深圳雷曼光电科技有限公司"
上市公司,深圳雷柏科技股份有限公司,"深圳雷柏科技股份有限公司,雷柏科技,Shenzhen Rapoo Technology Co.,Ltd.,RAPOO,深圳市雷柏科技股份有限公司,热键科技(深圳)有限公司"
"中国交通500强,区域百强",深圳顺丰泰森控股(集团)有限公司,"深圳顺丰泰森控股(集团)有限公司,顺丰,深圳市泰海投资有限公司"
"上市公司,驰名商标",深圳顺络电子股份有限公司,"深圳顺络电子股份有限公司,顺络电子,Shenzhen Sunlord Electronics Co.,Ltd.,深圳顺络电子有限公司"
上市公司,深圳香江控股股份有限公司,"深圳香江控股股份有限公司,香江控股,Shenzhen Heungkong Holding Co.,Ltd,香江地产"
上市公司,深圳高速公路股份有限公司,"深圳高速公路股份有限公司,深高速"
"城际高铁和轨道交通建设企业50强,上市公司",深圳麦格米特电气股份有限公司,"深圳麦格米特电气股份有限公司,麦格米特,Shenzhen Megmeet Electrical Co., Ltd.,深圳市麦格米特电气技术有限公司"
上市公司,深圳齐心集团股份有限公司,"深圳齐心集团股份有限公司,齐心集团,SHENZHEN COMIX GROUP CO., LTD.,深圳市齐心文具股份有限公司,深圳齐心"
城际高铁和轨道交通建设企业50强,深城交,
区域百强,清华同方股份有限公司,"清华同方股份有限公司,Tsinghua Tongfang Co., Ltd."
"中国银行业前100强,中国银行业100强",渣打银行（中国）,
上市公司,渤海水业股份有限公司,"渤海水业股份有限公司,渤海股份,BOHAI WATER  INDUSTRY CO.,LTD,四环药业股份有限公司,中联建设装备股份有限公司"
上市公司,渤海汽车系统股份有限公司,"渤海汽车系统股份有限公司,渤海活塞,Bohai Automotive Systems Co., Ltd.,山东滨州渤海活塞股份有限公司,渤海汽车"
"上市公司,中国500强",渤海金控投资股份有限公司,"渤海金控投资股份有限公司,渤海金控,Bohai Capital Holding Co.,Ltd"
"中国银行业前100强,中国银行业100强",渤海银行,
上市公司,温州宏丰电工合金股份有限公司,"温州宏丰电工合金股份有限公司,温州宏丰,Wenzhou Hongfeng Electrical Alloy Co.,Ltd.,宏丰股份"
上市公司,温州意华接插件股份有限公司,"温州意华接插件股份有限公司,意华股份,Wenzhou Yihua Connector Co., Ltd."
"中国银行业前100强,中国银行业100强",温州银行,
全国高新区盈利能力百强,温州高新技术产业开发区,
全国高新区盈利能力百强,渭南高新技术产业开发区,
中国房地产企业综合实力100强,港龙中国地产,
上市公司,游族网络股份有限公司,"游族网络股份有限公司,游族网络,YOUZU Interactive CO., LTD.,游族,梅花伞业股份有限公司,晋江恒顺洋伞有限公司"
上市公司,湖北三丰智能输送装备股份有限公司,"湖北三丰智能输送装备股份有限公司,HuBei SanFeng Intelligent Conveying Equipment Co.,Ltd.,三丰智能"
专精特新小巨人,湖北三峡光电股份有限公司,
上市公司,湖北三峡新型建材股份有限公司,"湖北三峡新型建材股份有限公司,三峡新材"
上市公司,湖北久之洋红外系统股份有限公司,"湖北久之洋红外系统股份有限公司,久之洋,Hubei Jiuzhiyang Infrared System Co., Ltd,黄石久之洋红外系统有限公司"
上市公司,湖北京山轻工机械股份有限公司,"湖北京山轻工机械股份有限公司,J.S. Corrugating Machinery Co., Ltd,京山轻机,京山轻机公司,湖北京源股份有限公司"
上市公司,湖北仰帆控股股份有限公司,"湖北仰帆控股股份有限公司,仰帆控股"
"上市公司,中国500强",湖北兴发化工集团股份有限公司,"湖北兴发化工集团股份有限公司,Hubei Xingfa Chemicals Group Co.,Ltd,兴发集团,兴发化工"
上市公司,湖北凯乐科技股份有限公司,"湖北凯乐科技股份有限公司,凯乐科技"
上市公司,湖北凯龙化工集团股份有限公司,"湖北凯龙化工集团股份有限公司,HUBEI KAILONG CHEMICAL GROUP CO.,LTD,凯龙股份,湖北襄沙股份有限公司,凯龙化工"
上市公司,湖北华舟重工应急装备股份有限公司,"湖北华舟重工应急装备股份有限公司,华舟应急,CHINA HARZONE INDUSTRY CORP., LTD"
上市公司,湖北双环科技股份有限公司,"湖北双环科技股份有限公司,双环科技,HUBEI SHUANGHUAN SCIENCE AND TECHNOLOGYSTOCK CO.,LTD"
上市公司,湖北台基半导体股份有限公司,"湖北台基半导体股份有限公司,TECH SEMICONDUCTORS CO., LTD.,台基股份,襄樊台基半导体有限公司"
上市公司,湖北回天新材料股份有限公司,"湖北回天新材料股份有限公司,回天新材,Hubei Huitian New Materials Co., Ltd,湖北回天胶业股份有限公司"
上市公司,湖北国创高新材料股份有限公司,"湖北国创高新材料股份有限公司,Hubei Guochuang Hi-Tech Material Co.,Ltd,国创高新,TECH PRECISION INDUSTRIAL LIMITED 中颖精密工业有限,China Greenland Broad Greenstate Group Company,Neomat Holdings Company Limited 材新控股有限公司,Covestro(Hong Kong)Limited 科思创(香港)有限,中国绿地博大绿泽集团有限公司"
"上市公司,中国500强",湖北宜化化工股份有限公司,"湖北宜化化工股份有限公司,HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD,湖北宜化"
上市公司,湖北宜昌交运集团股份有限公司,"湖北宜昌交运集团股份有限公司,HUBEIYICHANG TRANSPORTATION GROUP CO.,LTD.,宜昌交运,中交水运规划设计院"
上市公司,湖北富邦科技股份有限公司,"湖北富邦科技股份有限公司,富邦股份,Hubei Forbon Technology Co.,Ltd.,湖北富邦化工科技有限公司,富邦科技"
上市公司,湖北广济药业股份有限公司,"湖北广济药业股份有限公司,HUBEI GUANGJI PHARMACEUTICAL CO., LTD,广济药业"
上市公司,湖北新洋丰肥业股份有限公司,"湖北新洋丰肥业股份有限公司,新洋丰,HUBEI XINYANGFENG FERTILIZER Co., Ltd."
上市公司,湖北楚天高速公路股份有限公司,"湖北楚天高速公路股份有限公司,楚天高速"
上市公司,湖北武昌鱼股份有限公司,"湖北武昌鱼股份有限公司,昌鱼,武昌鱼"
中国物业服务企业综合实力500强,湖北民发物业服务有限公司,
上市公司,湖北沙隆达股份有限公司,"湖北沙隆达股份有限公司,HUBEI SANONDA CO., LTD,沙隆达"
上市公司,湖北济川药业股份有限公司,"湖北济川药业股份有限公司,洪城股份,济川药业,湖北洪城通用机械股份有限公司"
上市公司,湖北瀛通通讯线材股份有限公司,"湖北瀛通通讯线材股份有限公司,瀛通通讯,Hubei Yingtong Telecommunication Cable Co., Ltd."
上市公司,湖北盛天网络技术股份有限公司,"湖北盛天网络技术股份有限公司,盛天网络,Hubei Century Network Technology Co., Ltd.,易乐游,58,战吧电竞,游戏,湖北盛天网络技术有限公司"
中国物业服务市场化运营领先企业,湖北省宏利物业管理有限公司,
上市公司,湖北省广播电视信息网络股份有限公司,"湖北省广播电视信息网络股份有限公司,Hubei Radio & Television Information Network Co., Ltd.,湖北广电"
上市公司,湖北福星科技股份有限公司,"湖北福星科技股份有限公司,福星股份,HUBEI FUXING SCIENCE AND TECHNOLOGY CO.,LTD,湖北汉川钢丝绳股份有限公司"
上市公司,湖北美尔雅股份有限公司,"湖北美尔雅股份有限公司,美尔雅,Hubei Mailyard Share Co.,Ltd"
上市公司,湖北能源集团股份有限公司,"湖北能源集团股份有限公司,湖北能源,Hubei Energy Group Co.,Ltd"
上市公司,湖北菲利华石英玻璃股份有限公司,"湖北菲利华石英玻璃股份有限公司,菲利华,HUBEI FEILIHUA QUARTZ GLASS CO.LTD,荆州市菲利华石英玻璃有限公司"
中国银行业100强,湖北银行,
上市公司,湖北鼎龙控股股份有限公司,"湖北鼎龙控股股份有限公司,鼎龙股份,Hubei Dinglong CO.,Ltd.,湖北鼎龙化学股份有限公司"
上市公司,湖南三德科技股份有限公司,"湖南三德科技股份有限公司,Hunan Sundy Science and Technology Co., Ltd,三德科技,湖南三德科技发展有限公司"
"中国智慧物业服务领先企业,中国物业增值服务运营领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",湖南中建物业服务有限公司,
上市公司,湖南中科电气股份有限公司,"湖南中科电气股份有限公司,中科电气,Hunan Zhongke Electric Co.,Ltd.,中科电气产投基金"
中国物业服务企业综合实力500强,湖南中豪物业管理有限公司,
"中国药品研发综合实力100强,中国药品研发综合实力100强,上市公司",湖南九典制药股份有限公司,"湖南九典制药股份有限公司,九典制药,Hunan Jiudian Pharmaceutical Co.,Ltd,湖南九典制药有限公司"
中国物业服务企业综合实力500强,湖南众维物业管理有限公司,
"中国学校物业服务领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",湖南保利天创物业发展有限公司,
上市公司,湖南凯美特气体股份有限公司,"湖南凯美特气体股份有限公司,HUNAN KAIMEITE GASES CO.,LTD.,凯美特气,湖南凯美特干冰有限公司"
上市公司,湖南千山制药机械股份有限公司,"湖南千山制药机械股份有限公司,Hunan China Sun Pharmaceutical Machinery Co.,Ltd.,千山药机"
上市公司,湖南华凯文化创意股份有限公司,"湖南华凯文化创意股份有限公司,Hunan Huakai Cultural and Creative CO., LTD.,华凯创意,湖南美景创意展示展览有限公司,湖南华凯创意"
上市公司,湖南华升股份有限公司,"湖南华升股份有限公司,华升股份,Hunan Huasheng Co.,Ltd"
"上市公司,中国500强",湖南华菱钢铁股份有限公司,"湖南华菱钢铁股份有限公司,华菱钢铁,HUNAN VALIN STEEL CO.,LTD,湖南华菱管线股份有限公司"
上市公司,湖南南岭民用爆破器材股份有限公司,"湖南南岭民用爆破器材股份有限公司,Hunan Nanling Industrial Explosive Materials Co., Ltd.,南岭民爆"
上市公司,湖南博云新材料股份有限公司,"湖南博云新材料股份有限公司,博云新材,HUNAN BOYUN NEW MATERIALS Co.,Ltd."
上市公司,湖南友谊阿波罗商业股份有限公司,"湖南友谊阿波罗商业股份有限公司,友阿股份,Hunan Friendship&Apollo Commercial Co.,Ltd.,家润多,家润多商业股份有限公司,湖南友谊阿波罗"
上市公司,湖南发展集团股份有限公司,"湖南发展集团股份有限公司,湖南发展,HUNAN DEVELOPMENT GROUP CO.,LTD,衡阳市金果农工商实业股份有限公司"
上市公司,湖南国科微电子股份有限公司,"湖南国科微电子股份有限公司,Hunan Goke Microelectronics Co., Ltd.,国科微,湖南国科微电子有限公司,湖南泰合志恒科技有限公司"
上市公司,湖南大康国际农业食品股份有限公司,"湖南大康国际农业食品股份有限公司,HUNAN DAKANG INTERNATIONAL FOOD & AGRICULTURE CO.,LTD,大康农业,湖南大康牧业股份有限公司"
中国物业服务企业综合实力500强,湖南大田物业管理服务有限公司,
上市公司,湖南天润数字娱乐文化传媒股份有限公司,"湖南天润数字娱乐文化传媒股份有限公司,天润数娱,Hunan Tianrun Digital Entertainment &Cultural Media Co.,Ltd."
上市公司,湖南天雁机械股份有限公司,"湖南天雁机械股份有限公司,湖南天雁,Hunan Tyen Machinery Co.,Ltd,天雁机械"
上市公司,湖南尔康制药股份有限公司,"湖南尔康制药股份有限公司,HUNAN ER-KANG PHARMACEUTICAL CO.,LTD.,尔康制药"
上市公司,湖南投资集团股份有限公司,"湖南投资集团股份有限公司,HUNAN INVESTMENT GROUP CO.,LTD,湖南投资,长沙中意集团股份有限公司"
上市公司,湖南新五丰股份有限公司,"湖南新五丰股份有限公司,新五丰,Hunan New Wellful Co.,Ltd."
上市公司,湖南景峰医药股份有限公司,"湖南景峰医药股份有限公司,Hunan Jingfeng Pharmaceutical Co.,Ltd.,景峰医药,湖南天一科技股份有限公司"
上市公司,湖南梦洁家纺股份有限公司,"湖南梦洁家纺股份有限公司,Hunan Mendale Hometextile Co.,LTD,梦洁股份,湖南梦洁家纺有限公司,mee觅,梦洁宝贝"
上市公司,湖南正虹科技发展股份有限公司,"湖南正虹科技发展股份有限公司,正虹科技,Hunan Zhenghong Science and Technology Develop Co., Ltd,屈原农场饲料厂,湖南正虹饲料股份有限公司"
中国物业服务企业综合实力500强,湖南水清木华物业管理有限公司,
上市公司,湖南汉森制药股份有限公司,"湖南汉森制药股份有限公司,Hunan Hansen Pharmaceutical Co.,Ltd.,汉森制药,湖南汉森制药,湖南汉森制药有限公司"
上市公司,湖南泰嘉新材料科技股份有限公司,"湖南泰嘉新材料科技股份有限公司,泰嘉股份,Bichamp Cutting Technology(Hunan) Co.,Ltd."
上市公司,湖南海利化工股份有限公司,"湖南海利化工股份有限公司,湖南海利,Hunan Haili Chemical Industry Co., Ltd,海利化工"
中国物业服务企业综合实力500强,湖南湘江城市运营管理有限公司,
上市公司,湖南湘邮科技股份有限公司,"湖南湘邮科技股份有限公司,湘邮科技"
上市公司,湖南电广传媒股份有限公司,"湖南电广传媒股份有限公司,HUNAN TV&BROADCAST INTERMEDIARY CO., LTD.,电广传媒,分众传媒,七喜控股股份有限公司,七喜电脑股份有限公司,广州七喜电脑股份有限公司"
上市公司,湖南科创信息技术股份有限公司,"湖南科创信息技术股份有限公司,Hunan Creator Information Technologies CO.,LTD.,科创信息,长沙科创计算机系统集成有限公司"
上市公司,湖南科力尔电机股份有限公司,"湖南科力尔电机股份有限公司,HUNAN KELI MOTOR CO., LTD.,科力尔,湖南科力尔电机有限公司"
上市公司,湖南科力远新能源股份有限公司,"湖南科力远新能源股份有限公司,科力远,长沙力元新材料股份有限公司"
上市公司,湖南红宇耐磨新材料股份有限公司,"湖南红宇耐磨新材料股份有限公司,红宇新材,HONYU WEAR-RESISTANT NEW MATERIALS CO.,LTD.,湖南红宇耐磨新材料有限公司,红宇耐磨"
驰名商标,湖南纽曼数码科技有限公司,
"中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",湖南豪布斯卡物业管理股份有限公司,
"中国学校物业服务领先企业,中国物业服务市场化运营领先企业,中国行政办公物业服务领先企业,中国物业服务企业综合实力500强",湖南逸欣环境服务集团有限公司,
上市公司,湖南郴电国际发展股份有限公司,"湖南郴电国际发展股份有限公司,郴电国际,Hunan Chendian International Development Co., Ltd"
"中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",湖南都美物业管理有限公司,
中国物业服务企业综合实力500强,湖南金地物业发展有限公司,
"中国银行业前100强,中国银行业100强",湖南银行,
上市公司,湖南长高高压开关集团股份公司,"湖南长高高压开关集团股份公司,长高集团,HunanChanggaoHighVoltageSwitchgerGroupCo., LTD.,湖南长高高压开关股份有限公司"
"中国住宅物业服务领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",湖南鲲鹏物业服务有限公司,
"中国医院物业服务领先企业,中国物业服务市场化运营领先企业,中国物业社会责任贡献领先企业,中国物业服务企业综合实力500强",湖南鸿运物业管理集团股份有限公司,
中国物业服务企业综合实力500强,湖南鹏基居业物业管理有限公司,
上市公司,湖南黄金股份有限公司,"湖南黄金股份有限公司,湖南黄金,Hunan Gold Corporation Limited"
全国高新区盈利能力百强,湖州莫干山高新技术产业开发区,
上市公司,湘潭电化科技股份有限公司,"湘潭电化科技股份有限公司,湘潭电化,XIANGTAN ELECTROCHEMICAL SCIENTIFIC CO.,LTD."
上市公司,湘潭电机股份有限公司,"湘潭电机股份有限公司,湘电股份,湘潭电机"
全国高新区盈利能力百强,湘潭高新技术产业开发区,
"中国公众物业服务领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",湘诚现代城市运营服务股份有限公司,
上市公司,湛江国联水产开发股份有限公司,"湛江国联水产开发股份有限公司,ZHANJIANG GUOLIAN AQUATIC PRODUCTS CO., LTD,国联水产"
全国高新区盈利能力百强,湛江高新技术产业开发区,
