"F_ID","F_SKILL_ID","F_ALIAS"
112923,112923,安全员资格证
127333,112924,Level 2 Registered Structural Engineer
112924,112924,二级注册结构工程师
127334,112925,Level 2 Registered Architect
112925,112925,二级注册建筑师
127335,112926,Level 1 construction engineer
112926,112926,一级建造师
127336,112927,Registered Supervision Engineer
112927,112927,注册监理工程师
127337,112928,Registered Urban Planner
112928,112928,注册城乡规划师
127338,112929,Level 2 Cost Engineer
112929,112929,二级造价工程师
112932,112932,CAD
112933,112933,AFES
127341,112935,Transportation Planning
112935,112935,交通规划
127342,112936,Environmental Planning
112936,112936,环境规划
127343,112937,Cultural tourism planning
112937,112937,文旅规划
127344,112938,Ecological Planning
112938,112938,生态规划
127345,112939,Sponge City Planning
112939,112939,海绵城市规划
127346,112940,Town Planning
112940,112940,城镇规划
127347,112941,Smart City Planning
112941,112941,智慧城市规划
127348,112942,Rural Planning
112942,112942,乡村规划
127349,112944,Landscape Garden Designer
112944,112944,景观园林设计师
127350,112945,BIM Engineer
112945,112945,BIM工程师
127351,112946,Lighting Designer
112946,112946,照明设计师
127352,112947,Architectural Structure Designer
112947,112947,建筑结构设计师
127353,112949,Municipal Engineer
112949,112949,市政工程师
127354,112950,Blasting Engineer
112950,112950,爆破工程师
127355,112951,Wireline/Pipeline Engineer
112951,112951,架线/管道工程师
127356,112952,Road and Bridge Engineer
112952,112952,路桥工程师
127357,112953,Geotechnical Engineer
112953,112953,岩土工程师
127358,112954,Tunnel Engineer
112954,112954,隧道工程师
127359,112955,Rail Transit Engineer
112955,112955,轨道交通工程师
127360,112957,Industrial real estate
112957,112957,工业地产
127361,112958,Office real estate
112958,112958,办公地产
127362,112959,Cultural and Tourism Real Estate
112959,112959,文旅地产
127363,112960,Complex
112960,112960,综合体
127364,112961,Commercial real estate
112961,112961,商业地产
127365,112962,Overseas real estate
112962,112962,海外地产
127366,112963,Industrial real estate
112963,112963,产业地产
127367,112964,Urban Renewal Project
112964,112964,旧改项目
127368,112965,Hotel Apartment
112965,112965,酒店公寓
127369,112966,Residential Real Estate
112966,112966,住宅地产
127370,112968,Green Building
112968,112968,绿色建筑
127371,112969,Prefabricated Buildings
112969,112969,装配式建筑
127372,112970,Agricultural buildings
112970,112970,农业建筑
127373,112971,Historic buildings
112971,112971,历史建筑
127374,112972,High-rise buildings
112972,112972,高层建筑
127375,112973,Public buildings
112973,112973,公共建筑
127376,112974,Intelligent Buildings
112974,112974,智能建筑
127377,112976,Shengjimiaosuan
112976,112976,神机妙算
112977,112977,ArchiCAD
127379,112978,TArch
112978,112978,天正
127380,112979,Luban Software
112979,112979,鲁班
127381,112980,Glodon
112980,112980,广联达
112981,112981,Tekla
112982,112982,DIALux
112983,112983,Revit
127385,112984,THSWARE
112984,112984,斯维尔
127386,112985,Pinming
112985,112985,品茗
112986,112986,PKPM
112987,112987,Navisworks
127389,112989,Level 2 Registered Fire Engineer
112989,112989,二级注册消防工程师
127390,112990,Level 1 Registered Structural Engineer
112990,112990,一级注册结构工程师
127391,112991,Level 1 Registered Architect
112991,112991,一级注册建筑师
127392,112992,Construction worker certificate
112992,112992,施工员证
127393,112993,Level 2 Construction Engineer
112993,112993,二级建造师
127394,112994,Cost Estimator Certificate
112994,112994,造价员证
127395,112995,Building firefighters
112995,112995,建（构）筑物消防员
127396,112996,Professional qualification certificate for data clerk
112996,112996,资料员职业资格证
127397,112997,Level 1 Registered Fire Engineer
112997,112997,一级注册消防工程师
127398,112998,Level 1 cost engineer
112998,112998,一级造价工程师
127399,112999,Safety officer qualification certificate
112999,112999,安全员资格证
127400,113000,Level 2 Registered Structural Engineer
113000,113000,二级注册结构工程师
127401,113001,Level 2 Registered Architect
113001,113001,二级注册建筑师
127402,113002,Level 1 construction engineer
113002,113002,一级建造师
127403,113003,Registered Supervision Engineer
113003,113003,注册监理工程师
127404,113004,Registered Urban Planner
113004,113004,注册城乡规划师
127405,113005,Level 2 Cost Engineer
113005,113005,二级造价工程师
113008,113008,CAD
113009,113009,AFES
127408,113011,Blasting Engineer
113011,113011,爆破工程师
127409,113012,Rail Transit Engineer
113012,113012,轨道交通工程师
127410,113014,Industrial real estate
113014,113014,工业地产
127411,113015,Office real estate
113015,113015,办公地产
127412,113016,Cultural and Tourism Real Estate
113016,113016,文旅地产
127413,113017,Complex
113017,113017,综合体
127414,113018,Commercial real estate
113018,113018,商业地产
127415,113019,Overseas real estate
113019,113019,海外地产
127416,113020,Industrial real estate
113020,113020,产业地产
127417,113021,Urban Renewal Project
113021,113021,旧改项目
127418,113022,Hotel Apartment
113022,113022,酒店公寓
127419,113023,Residential Real Estate
113023,113023,住宅地产
127420,113025,Security Protection System
113025,113025,安防系统
127421,113026,Network system
113026,113026,网络系统
127422,113027,Building Automation System
113027,113027,楼宇自控系统
127423,113028,Broadcasting System
113028,113028,广播系统
127424,113029,Communication System
113029,113029,通信系统
127425,113030,Parking system
113030,113030,停车场系统
127426,113032,Green Building
113032,113032,绿色建筑
127427,113033,Prefabricated Buildings
113033,113033,装配式建筑
127428,113034,Agricultural buildings
113034,113034,农业建筑
127429,113035,Historic buildings
113035,113035,历史建筑
127430,113036,High-rise buildings
113036,113036,高层建筑
127431,113037,Public buildings
113037,113037,公共建筑
127432,113038,Intelligent Buildings
113038,113038,智能建筑
127433,113040,Shengjimiaosuan
113040,113040,神机妙算
113041,113041,ArchiCAD
127435,113042,TArch
113042,113042,天正
127436,113043,Luban Software
113043,113043,鲁班
127437,113044,Glodon
113044,113044,广联达
113045,113045,Tekla
113046,113046,DIALux
113047,113047,Revit
127441,113048,THSWARE
113048,113048,斯维尔
127442,113049,Pinming
113049,113049,品茗
113050,113050,PKPM
113051,113051,Navisworks
127445,113053,Level 2 Registered Fire Engineer
113053,113053,二级注册消防工程师
127446,113054,Level 1 Registered Structural Engineer
113054,113054,一级注册结构工程师
127447,113055,Level 1 Registered Architect
113055,113055,一级注册建筑师
127448,113056,Construction worker certificate
113056,113056,施工员证
127449,113057,Level 2 Construction Engineer
113057,113057,二级建造师
127450,113058,Cost Estimator Certificate
113058,113058,造价员证
127451,113059,Building firefighters
113059,113059,建（构）筑物消防员
127452,113060,Professional qualification certificate for data clerk
113060,113060,资料员职业资格证
127453,113061,Level 1 Registered Fire Engineer
113061,113061,一级注册消防工程师
127454,113062,Level 1 cost engineer
113062,113062,一级造价工程师
127455,113063,Safety officer qualification certificate
113063,113063,安全员资格证
127456,113064,Level 2 Registered Structural Engineer
113064,113064,二级注册结构工程师
127457,113065,Level 2 Registered Architect
113065,113065,二级注册建筑师
127458,113066,Level 1 construction engineer
113066,113066,一级建造师
127459,113067,Registered Supervision Engineer
113067,113067,注册监理工程师
127460,113068,Registered Urban Planner
113068,113068,注册城乡规划师
127461,113069,Level 2 Cost Engineer
113069,113069,二级造价工程师
113096,113096,CAD
113097,113097,AFES
127464,113099,Industrial real estate
113099,113099,工业地产
127465,113100,Office real estate
113100,113100,办公地产
127466,113101,Cultural and Tourism Real Estate
113101,113101,文旅地产
127467,113102,Complex
113102,113102,综合体
127468,113103,Commercial real estate
113103,113103,商业地产
127469,113104,Overseas real estate
113104,113104,海外地产
127470,113105,Industrial real estate
113105,113105,产业地产
127471,113106,Urban Renewal Project
113106,113106,旧改项目
127472,113107,Hotel Apartment
113107,113107,酒店公寓
127473,113108,Residential Real Estate
113108,113108,住宅地产
127474,113110,Green Building
113110,113110,绿色建筑
127475,113111,Prefabricated Buildings
113111,113111,装配式建筑
127476,113112,Agricultural buildings
113112,113112,农业建筑
127477,113113,Historic buildings
113113,113113,历史建筑
127478,113114,High-rise buildings
113114,113114,高层建筑
127479,113115,Public buildings
113115,113115,公共建筑
127480,113116,Intelligent Buildings
113116,113116,智能建筑
127481,113118,Shengjimiaosuan
113118,113118,神机妙算
113119,113119,ArchiCAD
127483,113120,TArch
113120,113120,天正
127484,113121,Luban Software
113121,113121,鲁班
127485,113122,Glodon
113122,113122,广联达
113123,113123,Tekla
113124,113124,DIALux
113125,113125,Revit
127489,113126,THSWARE
113126,113126,斯维尔
127490,113127,Pinming
113127,113127,品茗
113128,113128,PKPM
113129,113129,Navisworks
127493,113131,Level 2 Registered Fire Engineer
113131,113131,二级注册消防工程师
127494,113132,Level 1 Registered Structural Engineer
113132,113132,一级注册结构工程师
127495,113133,Level 1 Registered Architect
113133,113133,一级注册建筑师
127496,113134,Construction worker certificate
113134,113134,施工员证
127497,113135,Level 2 Construction Engineer
113135,113135,二级建造师
127498,113136,Building firefighters
113136,113136,建（构）筑物消防员
127499,113137,Professional qualification certificate for data clerk
113137,113137,资料员职业资格证
127500,113138,Level 1 Registered Fire Engineer
113138,113138,一级注册消防工程师
127501,113139,Level 1 cost engineer
113139,113139,一级造价工程师
127502,113140,Safety officer qualification certificate
113140,113140,安全员资格证
127503,113141,Level 2 Registered Structural Engineer
113141,113141,二级注册结构工程师
127504,113142,Level 2 Registered Architect
113142,113142,二级注册建筑师
127505,113143,Level 1 construction engineer
113143,113143,一级建造师
127506,113144,Registered Supervision Engineer
113144,113144,注册监理工程师
127507,113145,Registered Urban Planner
113145,113145,注册城乡规划师
127508,113146,Level 2 Cost Engineer
113146,113146,二级造价工程师
113149,113149,CAD
113150,113150,AFES
127511,113152,Ventilation design
113152,113152,通风设计
127512,113153,Air conditioning system design
113153,113153,空调系统设计
127513,113154,Clean room design
113154,113154,洁净厂房设计
127514,113156,Industrial real estate
113156,113156,工业地产
127515,113157,Office real estate
113157,113157,办公地产
127516,113158,Cultural and Tourism Real Estate
113158,113158,文旅地产
127517,113159,Complex
113159,113159,综合体
127518,113160,Commercial real estate
113160,113160,商业地产
127519,113161,Overseas real estate
113161,113161,海外地产
127520,113162,Industrial real estate
113162,113162,产业地产
127521,113163,Urban Renewal Project
113163,113163,旧改项目
127522,113164,Hotel Apartment
113164,113164,酒店公寓
127523,113165,Residential Real Estate
113165,113165,住宅地产
127524,113167,Green Building
113167,113167,绿色建筑
127525,113168,Prefabricated Buildings
113168,113168,装配式建筑
127526,113169,Agricultural buildings
113169,113169,农业建筑
127527,113170,Historic buildings
113170,113170,历史建筑
127528,113171,High-rise buildings
113171,113171,高层建筑
127529,113172,Public buildings
113172,113172,公共建筑
127530,113173,Intelligent Buildings
113173,113173,智能建筑
127531,113175,Shengjimiaosuan
113175,113175,神机妙算
113176,113176,ArchiCAD
127533,113177,TArch
113177,113177,天正
127534,113178,Luban Software
113178,113178,鲁班
127535,113179,Glodon
113179,113179,广联达
113180,113180,Tekla
113181,113181,DIALux
113182,113182,Revit
127539,113183,THSWARE
113183,113183,斯维尔
127540,113184,Pinming
113184,113184,品茗
113185,113185,PKPM
113186,113186,Navisworks
127543,113188,Level 2 Registered Fire Engineer
113188,113188,二级注册消防工程师
127544,113189,Level 1 Registered Structural Engineer
113189,113189,一级注册结构工程师
127545,113190,Level 1 Registered Architect
113190,113190,一级注册建筑师
127546,113191,Construction worker certificate
113191,113191,施工员证
127547,113192,Level 2 Construction Engineer
113192,113192,二级建造师
127548,113193,Building firefighters
113193,113193,建（构）筑物消防员
127549,113194,Professional qualification certificate for data clerk
113194,113194,资料员职业资格证
127550,113195,Level 1 Registered Fire Engineer
113195,113195,一级注册消防工程师
127551,113196,Level 1 cost engineer
113196,113196,一级造价工程师
127552,113197,Safety officer qualification certificate
113197,113197,安全员资格证
127553,113198,Level 2 Registered Structural Engineer
113198,113198,二级注册结构工程师
127554,113199,Level 2 Registered Architect
113199,113199,二级注册建筑师
127555,113200,Level 1 construction engineer
113200,113200,一级建造师
127556,113201,Registered Supervision Engineer
113201,113201,注册监理工程师
127557,113202,Registered Urban Planner
113202,113202,注册城乡规划师
127558,113203,Level 2 Cost Engineer
113203,113203,二级造价工程师
113206,113206,CAD
113207,113207,AFES
127561,113209,Industrial real estate
113209,113209,工业地产
127562,113210,Office real estate
113210,113210,办公地产
127563,113211,Cultural and Tourism Real Estate
113211,113211,文旅地产
127564,113212,Complex
113212,113212,综合体
127565,113213,Commercial real estate
113213,113213,商业地产
127566,113214,Overseas real estate
113214,113214,海外地产
127567,113215,Industrial real estate
113215,113215,产业地产
127568,113216,Urban Renewal Project
113216,113216,旧改项目
127569,113217,Hotel Apartment
113217,113217,酒店公寓
127570,113218,Residential Real Estate
113218,113218,住宅地产
127571,113220,Green Building
113220,113220,绿色建筑
127572,113221,Prefabricated Buildings
113221,113221,装配式建筑
127573,113222,Agricultural buildings
113222,113222,农业建筑
127574,113223,Historic buildings
113223,113223,历史建筑
127575,113224,High-rise buildings
113224,113224,高层建筑
127576,113225,Public buildings
113225,113225,公共建筑
127577,113226,Intelligent Buildings
113226,113226,智能建筑
127578,113228,Shengjimiaosuan
113228,113228,神机妙算
113229,113229,ArchiCAD
127580,113230,TArch
113230,113230,天正
127581,113231,Luban Software
113231,113231,鲁班
127582,113232,Glodon
113232,113232,广联达
113233,113233,Tekla
113234,113234,DIALux
113235,113235,Revit
127586,113236,THSWARE
113236,113236,斯维尔
127587,113237,Pinming
113237,113237,品茗
113238,113238,PKPM
113239,113239,Navisworks
127590,113241,Metal curtain wall
113241,113241,金属幕墙
127591,113242,Photovoltaic curtain wall
113242,113242,光电幕墙
127592,113243,Commercial curtain wall
113243,113243,商业幕墙
127593,113244,Curved curtain wall
113244,113244,曲面幕墙
127594,113245,Glass curtain wall
113245,113245,玻璃幕墙
127595,113246,High-rise curtain wall
113246,113246,高层幕墙
127596,113247,Unitized curtain wall
113247,113247,单元式幕墙
127597,113248,Stone curtain wall
113248,113248,石材幕墙
127598,113250,Level 2 Registered Fire Engineer
113250,113250,二级注册消防工程师
127599,113251,Level 1 Registered Structural Engineer
113251,113251,一级注册结构工程师
127600,113252,Level 1 Registered Architect
113252,113252,一级注册建筑师
127601,113253,Construction worker certificate
113253,113253,施工员证
127602,113254,Level 2 Construction Engineer
113254,113254,二级建造师
127603,113255,Building firefighters
113255,113255,建（构）筑物消防员
127604,113256,Professional qualification certificate for data clerk
113256,113256,资料员职业资格证
127605,113257,Level 1 Registered Fire Engineer
113257,113257,一级注册消防工程师
127606,113258,Level 1 cost engineer
113258,113258,一级造价工程师
127607,113259,Safety officer qualification certificate
113259,113259,安全员资格证
127608,113260,Level 2 Registered Structural Engineer
113260,113260,二级注册结构工程师
127609,113261,Level 2 Registered Architect
113261,113261,二级注册建筑师
127610,113262,Level 1 construction engineer
113262,113262,一级建造师
127611,113263,Registered Supervision Engineer
113263,113263,注册监理工程师
127612,113264,Registered Urban Planner
113264,113264,注册城乡规划师
127613,113265,Level 2 Cost Engineer
113265,113265,二级造价工程师
113268,113268,CAD
113269,113269,AFES
127616,113271,Steel structure designer
113271,113271,钢结构设计师
127617,113272,Architectural Structure Designer
113272,113272,建筑结构设计师
127618,113274,Road and Bridge Engineer
113274,113274,路桥工程师
127619,113275,Tunnel Engineer
113275,113275,隧道工程师
127620,113277,Industrial real estate
113277,113277,工业地产
127621,113278,Office real estate
113278,113278,办公地产
127622,113279,Cultural and Tourism Real Estate
113279,113279,文旅地产
127623,113280,Complex
113280,113280,综合体
127624,113281,Commercial real estate
113281,113281,商业地产
127625,113282,Overseas real estate
113282,113282,海外地产
127626,113283,Industrial real estate
113283,113283,产业地产
127627,113284,Urban Renewal Project
113284,113284,旧改项目
127628,113285,Hotel Apartment
113285,113285,酒店公寓
127629,113286,Residential Real Estate
113286,113286,住宅地产
127630,113288,Building BIM
113288,113288,建筑BIM
127631,113289,Mechanical and Electrical BIM
113289,113289,机电BIM
127632,113290,Structural BIM
113290,113290,结构BIM
127633,113291,Water supply and drainage BIM
113291,113291,给排水BIM
127634,113293,Green Building
113293,113293,绿色建筑
127635,113294,Prefabricated Buildings
113294,113294,装配式建筑
127636,113295,Agricultural buildings
113295,113295,农业建筑
127637,113296,Historic buildings
113296,113296,历史建筑
127638,113297,High-rise buildings
113297,113297,高层建筑
127639,113298,Public buildings
113298,113298,公共建筑
127640,113299,Intelligent Buildings
113299,113299,智能建筑
127641,113301,Shengjimiaosuan
113301,113301,神机妙算
113302,113302,ArchiCAD
127643,113303,TArch
113303,113303,天正
127644,113304,Luban Software
113304,113304,鲁班
127645,113305,Glodon
113305,113305,广联达
113306,113306,Tekla
113307,113307,DIALux
113308,113308,Revit
127649,113309,THSWARE
113309,113309,斯维尔
127650,113310,Pinming
113310,113310,品茗
113311,113311,PKPM
113312,113312,Navisworks
127653,113314,Level 2 Registered Fire Engineer
113314,113314,二级注册消防工程师
127654,113315,Level 1 Registered Structural Engineer
113315,113315,一级注册结构工程师
127655,113316,Level 1 Registered Architect
113316,113316,一级注册建筑师
127656,113317,Construction worker certificate
113317,113317,施工员证
127657,113318,Level 2 Construction Engineer
113318,113318,二级建造师
127658,113319,Building firefighters
113319,113319,建（构）筑物消防员
127659,113320,Professional qualification certificate for data clerk
113320,113320,资料员职业资格证
127660,113321,Level 1 Registered Fire Engineer
113321,113321,一级注册消防工程师
127661,113322,Level 1 cost engineer
113322,113322,一级造价工程师
127662,113323,Safety officer qualification certificate
113323,113323,安全员资格证
127663,113324,Level 2 Registered Structural Engineer
113324,113324,二级注册结构工程师
127664,113325,Level 2 Registered Architect
113325,113325,二级注册建筑师
127665,113326,Level 1 construction engineer
113326,113326,一级建造师
127666,113327,Registered Supervision Engineer
113327,113327,注册监理工程师
127667,113328,Registered Urban Planner
113328,113328,注册城乡规划师
127668,113329,Level 2 Cost Engineer
113329,113329,二级造价工程师
113332,113332,CAD
113333,113333,AFES
127671,113335,Industrial real estate
113335,113335,工业地产
127672,113336,Office real estate
113336,113336,办公地产
127673,113337,Cultural and Tourism Real Estate
113337,113337,文旅地产
127674,113338,Complex
113338,113338,综合体
127675,113339,Commercial real estate
113339,113339,商业地产
127676,113340,Overseas real estate
113340,113340,海外地产
127677,113341,Industrial real estate
113341,113341,产业地产
127678,113342,Urban Renewal Project
113342,113342,旧改项目
127679,113343,Hotel Apartment
113343,113343,酒店公寓
127680,113344,Residential Real Estate
113344,113344,住宅地产
127681,113346,Green Building
113346,113346,绿色建筑
127682,113347,Prefabricated Buildings
113347,113347,装配式建筑
127683,113348,Agricultural buildings
113348,113348,农业建筑
127684,113349,Historic buildings
113349,113349,历史建筑
127685,113350,High-rise buildings
113350,113350,高层建筑
127686,113351,Public buildings
113351,113351,公共建筑
127687,113352,Intelligent Buildings
113352,113352,智能建筑
127688,113354,Level 2 Registered Fire Engineer
113354,113354,二级注册消防工程师
127689,113355,Level 1 Registered Fire Engineer
113355,113355,一级注册消防工程师
127690,113358,Credit Mark
113358,113358,资信标
127691,113359,Property bidding
113359,113359,物业招投标
127692,113360,Technical Standard
113360,113360,技术标
127693,113361,Electronic Label
113361,113361,电子标
127694,113362,Business logo
113362,113362,商务标
127695,113363,Economic Standard
113363,113363,经济标
127696,113365,Investment expansion
113365,113365,投资拓展
127697,113366,Permitting & Approval
113366,113366,报批报建
127698,113367,Real estate appraisal
113367,113367,地产评估
127699,113369,Industrial real estate
113369,113369,工业地产
127700,113370,Office real estate
113370,113370,办公地产
127701,113371,Villa real estate
113371,113371,别墅地产
127702,113372,Cultural and Tourism Real Estate
113372,113372,文旅地产
127703,113373,Complex
113373,113373,综合体
127704,113374,Commercial real estate
113374,113374,商业地产
127705,113375,Overseas real estate
113375,113375,海外地产
127706,113376,Industrial real estate
113376,113376,产业地产
127707,113377,Urban Renewal Project
113377,113377,旧改项目
127708,113378,Hotel Apartment
113378,113378,酒店公寓
127709,113379,Residential Real Estate
113379,113379,住宅地产
127710,113381,Green Building
113381,113381,绿色建筑
127711,113382,Prefabricated Buildings
113382,113382,装配式建筑
127712,113383,Agricultural buildings
113383,113383,农业建筑
127713,113384,Historic buildings
113384,113384,历史建筑
127714,113385,High-rise buildings
113385,113385,高层建筑
127715,113386,Public buildings
113386,113386,公共建筑
127716,113387,Intelligent Buildings
113387,113387,智能建筑
127717,113389,Shengjimiaosuan
113389,113389,神机妙算
127718,113390,Glodon
113390,113390,广联达
127719,113392,Level 2 Registered Fire Engineer
113392,113392,二级注册消防工程师
127720,113393,Level 1 Registered Structural Engineer
113393,113393,一级注册结构工程师
127721,113394,Level 1 Registered Architect
113394,113394,一级注册建筑师
127722,113395,Construction worker certificate
113395,113395,施工员证
127723,113396,Level 2 Construction Engineer
113396,113396,二级建造师
127724,113397,Cost Estimator Certificate
113397,113397,造价员证
127725,113398,Building firefighters
113398,113398,建（构）筑物消防员
127726,113399,Professional qualification certificate for data clerk
113399,113399,资料员职业资格证
127727,113400,Level 1 Registered Fire Engineer
113400,113400,一级注册消防工程师
127728,113401,Level 1 cost engineer
113401,113401,一级造价工程师
127729,113402,Safety officer qualification certificate
113402,113402,安全员资格证
127730,113403,Level 2 Registered Structural Engineer
113403,113403,二级注册结构工程师
127731,113404,Level 2 Registered Architect
113404,113404,二级注册建筑师
127732,113405,Level 1 construction engineer
113405,113405,一级建造师
127733,113406,Registered Supervision Engineer
113406,113406,注册监理工程师
127734,113407,Registered Urban Planner
113407,113407,注册城乡规划师
127735,113408,Level 2 Cost Engineer
113408,113408,二级造价工程师
127736,113411,Project Bidding and Tendering
113411,113411,项目招投标
127737,113412,Agile Management
113412,113412,敏捷管理
127738,113413,Project Application
113413,113413,项目申报
113414,113414,PMO
127740,113416,Project Supervisor
113416,113416,项目主管
127741,113417,Project Specialist
113417,113417,项目专员
127742,113418,Project Assistant
113418,113418,项目助理
127743,113419,Project Manager
113419,113419,项目经理
127744,113420,Project Director
113420,113420,项目总监
127745,113422,Investment expansion
113422,113422,投资拓展
127746,113423,Permitting & Approval
113423,113423,报批报建
127747,113425,Construction Project Management
113425,113425,建筑工程管理
127748,113426,Renovation project management
113426,113426,装修工程管理
127749,113427,Construction site management
113427,113427,建筑施工现场管理
127750,113429,Industrial real estate
113429,113429,工业地产
127751,113430,Office real estate
113430,113430,办公地产
127752,113431,Villa real estate
113431,113431,别墅地产
127753,113432,Cultural and Tourism Real Estate
113432,113432,文旅地产
127754,113433,Complex
113433,113433,综合体
127755,113434,Commercial real estate
113434,113434,商业地产
127756,113435,Overseas real estate
113435,113435,海外地产
127757,113436,Industrial real estate
113436,113436,产业地产
127758,113437,Urban Renewal Project
113437,113437,旧改项目
127759,113438,Hotel Apartment
113438,113438,酒店公寓
127760,113439,Residential Real Estate
113439,113439,住宅地产
127761,113441,Green Building
113441,113441,绿色建筑
127762,113442,Prefabricated Buildings
113442,113442,装配式建筑
127763,113443,Agricultural buildings
113443,113443,农业建筑
127764,113444,Historic buildings
113444,113444,历史建筑
127765,113445,High-rise buildings
113445,113445,高层建筑
127766,113446,Public buildings
113446,113446,公共建筑
127767,113447,Intelligent Buildings
113447,113447,智能建筑
127768,113449,Shengjimiaosuan
113449,113449,神机妙算
113450,113450,ArchiCAD
127770,113451,TArch
113451,113451,天正
127771,113452,Luban Software
113452,113452,鲁班
127772,113453,Glodon
113453,113453,广联达
113454,113454,Tekla
113455,113455,DIALux
113456,113456,Revit
127776,113457,THSWARE
113457,113457,斯维尔
127777,113458,Pinming
113458,113458,品茗
113459,113459,PKPM
113460,113460,Navisworks
127780,113462,Level 2 Registered Fire Engineer
113462,113462,二级注册消防工程师
127781,113463,Level 1 Registered Structural Engineer
113463,113463,一级注册结构工程师
127782,113464,Level 1 Registered Architect
113464,113464,一级注册建筑师
127783,113465,Construction worker certificate
113465,113465,施工员证
127784,113466,Level 2 Construction Engineer
113466,113466,二级建造师
127785,113467,Cost Estimator Certificate
113467,113467,造价员证
127786,113468,Building firefighters
113468,113468,建（构）筑物消防员
127787,113469,Professional qualification certificate for data clerk
113469,113469,资料员职业资格证
127788,113470,Level 1 Registered Fire Engineer
113470,113470,一级注册消防工程师
127789,113471,Level 1 cost engineer
113471,113471,一级造价工程师
127790,113472,Safety officer qualification certificate
113472,113472,安全员资格证
127791,113473,Level 2 Registered Structural Engineer
113473,113473,二级注册结构工程师
127792,113474,Level 2 Registered Architect
113474,113474,二级注册建筑师
127793,113475,Level 1 construction engineer
113475,113475,一级建造师
127794,113476,Registered Supervision Engineer
113476,113476,注册监理工程师
127795,113477,Registered Urban Planner
113477,113477,注册城乡规划师
127796,113478,Level 2 Cost Engineer
113478,113478,二级造价工程师
113481,113481,CAD
127798,113483,Full - scale Real estate planning
113483,113483,地产全案策划
127799,113484,Preliminary planning
113484,113484,前期策划
127800,113485,Real estate investment planning
113485,113485,地产招商策划
127801,113486,Real estate advertising planning
113486,113486,地产广告策划
127802,113488,Industrial real estate
113488,113488,工业地产
127803,113489,Office real estate
113489,113489,办公地产
127804,113490,Villa real estate
113490,113490,别墅地产
127805,113491,Cultural and Tourism Real Estate
113491,113491,文旅地产
127806,113492,Complex
113492,113492,综合体
127807,113493,Commercial real estate
113493,113493,商业地产
127808,113494,Overseas real estate
113494,113494,海外地产
127809,113495,Industrial real estate
113495,113495,产业地产
127810,113496,Urban Renewal Project
113496,113496,旧改项目
127811,113497,Hotel Apartment
113497,113497,酒店公寓
127812,113498,Residential Real Estate
113498,113498,住宅地产
127813,113500,Level 2 real Estate planner
113500,113500,二级房地产策划师
127814,113501,Level 3 Real Estate Planner
113501,113501,三级房地产策划师
127815,113502,Level 4 Real Estate Planner
113502,113502,四级房地产策划师
127816,113503,Level 1 real estate planner
113503,113503,一级房地产策划师
127817,113506,Industrial real estate
113506,113506,工业地产
127818,113507,Office real estate
113507,113507,办公地产
127819,113508,Cultural and Tourism Real Estate
113508,113508,文旅地产
127820,113509,Complex
113509,113509,综合体
127821,113510,Commercial real estate
113510,113510,商业地产
127822,113511,Overseas real estate
113511,113511,海外地产
127823,113512,Industrial real estate
113512,113512,产业地产
127824,113513,Urban Renewal Project
113513,113513,旧改项目
127825,113514,Hotel Apartment
113514,113514,酒店公寓
127826,113515,Residential Real Estate
113515,113515,住宅地产
127827,113517,Green Building
113517,113517,绿色建筑
127828,113518,Prefabricated Buildings
113518,113518,装配式建筑
127829,113519,Agricultural buildings
113519,113519,农业建筑
127830,113520,Historic buildings
113520,113520,历史建筑
127831,113521,High-rise buildings
113521,113521,高层建筑
127832,113522,Public buildings
113522,113522,公共建筑
127833,113523,Intelligent Buildings
113523,113523,智能建筑
127834,113525,Level 2 Registered Fire Engineer
113525,113525,二级注册消防工程师
127835,113526,Level 1 Registered Structural Engineer
113526,113526,一级注册结构工程师
127836,113527,Level 1 Registered Architect
113527,113527,一级注册建筑师
127837,113528,Construction worker certificate
113528,113528,施工员证
127838,113529,Level 2 Construction Engineer
113529,113529,二级建造师
127839,113530,Cost Estimator Certificate
113530,113530,造价员证
127840,113531,Building firefighters
113531,113531,建（构）筑物消防员
127841,113532,Professional qualification certificate for data clerk
113532,113532,资料员职业资格证
127842,113533,Level 1 Registered Fire Engineer
113533,113533,一级注册消防工程师
127843,113534,Level 1 cost engineer
113534,113534,一级造价工程师
127844,113535,Safety officer qualification certificate
113535,113535,安全员资格证
127845,113536,Level 2 Registered Structural Engineer
113536,113536,二级注册结构工程师
127846,113537,Level 2 Registered Architect
113537,113537,二级注册建筑师
127847,113538,Level 1 construction engineer
113538,113538,一级建造师
127848,113539,Registered Supervision Engineer
113539,113539,注册监理工程师
127849,113540,Registered Urban Planner
113540,113540,注册城乡规划师
127850,113541,Level 2 Cost Engineer
113541,113541,二级造价工程师
127851,113544,Investment expansion
113544,113544,投资拓展
127852,113545,Real estate planning
113545,113545,地产策划
127853,113546,Real estate bidding
113546,113546,地产招投标
127854,113547,Permitting & Approval
113547,113547,报批报建
127855,113548,Real estate appraisal
113548,113548,地产评估
127856,113550,Leisure and entertainment investment
113550,113550,休闲娱乐招商
127857,113551,Catering business investment
113551,113551,餐饮业态招商
127858,113553,Industrial real estate
113553,113553,工业地产
127859,113554,Office real estate
113554,113554,办公地产
127860,113555,Cultural and Tourism Real Estate
113555,113555,文旅地产
127861,113556,Complex
113556,113556,综合体
