一级,二级,技能名,技能id,技能编码,别名
综合维修工,地产业态,海外地产,112640,0/112633/112634/112640,"海外地产,Overseas real estate"
综合维修工,地产业态,旧改项目,112642,0/112633/112634/112642,"旧改项目,Urban Renewal Project"
综合维修工,地产业态,酒店公寓,112643,0/112633/112634/112643,"酒店公寓,Hotel Apartment"
综合维修工,地产业态,住宅地产,112644,0/112633/112634/112644,"住宅地产,Residential Real Estate"
绿化工,绿化工工作方向,花木修剪,112666,0/112664/112665/112666,"花木修剪,Pruning"
绿化工,绿化工工作方向,公园绿化,112667,0/112664/112665/112667,"公园绿化,Park Greening"
绿化工,绿化工工作方向,病虫防治,112668,0/112664/112665/112668,"病虫防治,Pest and disease control"
绿化工,绿化工工作方向,植物配置,112669,0/112664/112665/112669,"植物配置,Plant Arrangement"
绿化工,绿化工工作方向,小区绿化,112670,0/112664/112665/112670,"小区绿化,Community greening"
绿化工,绿化工工作方向,道路绿化,112671,0/112664/112665/112671,"道路绿化,Road greening"
土木/土建/结构工程师,设计软件,CAD,112684,0/112682/112683/112684,CAD
土木/土建/结构工程师,设计软件,AFES,112685,0/112682/112683/112685,AFES
土木/土建/结构工程师,建筑设计职能,钢结构设计师,112687,0/112682/112686/112687,"钢结构设计师,Steel structure designer"
土木/土建/结构工程师,建筑设计职能,景观园林设计师,112688,0/112682/112686/112688,"景观园林设计师,Landscape Garden Designer"
土木/土建/结构工程师,建筑设计职能,建筑结构设计师,112689,0/112682/112686/112689,"建筑结构设计师,Architectural Structure Designer"
土木/土建/结构工程师,建筑工程职能,市政工程师,112691,0/112682/112690/112691,"市政工程师,Municipal Engineer"
土木/土建/结构工程师,建筑工程职能,爆破工程师,112692,0/112682/112690/112692,"爆破工程师,Blasting Engineer"
土木/土建/结构工程师,建筑工程职能,架线/管道工程师,112693,0/112682/112690/112693,"架线/管道工程师,Wireline/Pipeline Engineer"
土木/土建/结构工程师,建筑工程职能,水利/港口工程师,112694,0/112682/112690/112694,"水利/港口工程师,Water conservancy/port engineer"
土木/土建/结构工程师,建筑工程职能,路桥工程师,112695,0/112682/112690/112695,"路桥工程师,Road and Bridge Engineer"
土木/土建/结构工程师,建筑工程职能,岩土工程师,112696,0/112682/112690/112696,"岩土工程师,Geotechnical Engineer"
土木/土建/结构工程师,建筑工程职能,隧道工程师,112697,0/112682/112690/112697,"隧道工程师,Tunnel Engineer"
土木/土建/结构工程师,建筑工程职能,轨道交通工程师,112698,0/112682/112690/112698,"轨道交通工程师,Rail Transit Engineer"
土木/土建/结构工程师,地产业态,工业地产,112700,0/112682/112699/112700,"工业地产,Industrial real estate"
土木/土建/结构工程师,地产业态,办公地产,112701,0/112682/112699/112701,"办公地产,Office real estate"
土木/土建/结构工程师,地产业态,文旅地产,112702,0/112682/112699/112702,"文旅地产,Cultural and Tourism Real Estate"
土木/土建/结构工程师,地产业态,综合体,112703,0/112682/112699/112703,"综合体,Complex"
土木/土建/结构工程师,地产业态,商业地产,112704,0/112682/112699/112704,"商业地产,Commercial real estate"
土木/土建/结构工程师,地产业态,海外地产,112705,0/112682/112699/112705,"海外地产,Overseas real estate"
土木/土建/结构工程师,地产业态,旧改项目,112707,0/112682/112699/112707,"旧改项目,Urban Renewal Project"
土木/土建/结构工程师,地产业态,酒店公寓,112708,0/112682/112699/112708,"酒店公寓,Hotel Apartment"
土木/土建/结构工程师,地产业态,住宅地产,112709,0/112682/112699/112709,"住宅地产,Residential Real Estate"
土木/土建/结构工程师,建筑类型,绿色建筑,112711,0/112682/112710/112711,"绿色建筑,Green Building"
土木/土建/结构工程师,建筑类型,装配式建筑,112712,0/112682/112710/112712,"装配式建筑,Prefabricated Buildings"
土木/土建/结构工程师,建筑类型,农业建筑,112713,0/112682/112710/112713,"农业建筑,Agricultural buildings"
土木/土建/结构工程师,建筑类型,历史建筑,112714,0/112682/112710/112714,"历史建筑,Historic buildings"
土木/土建/结构工程师,建筑类型,公共建筑,112716,0/112682/112710/112716,"公共建筑,Public buildings"
土木/土建/结构工程师,建筑类型,智能建筑,112717,0/112682/112710/112717,"智能建筑,Intelligent Buildings"
土木/土建/结构工程师,建筑软件,神机妙算,112719,0/112682/112718/112719,"神机妙算,Shengjimiaosuan"
土木/土建/结构工程师,建筑软件,ArchiCAD,112720,0/112682/112718/112720,ArchiCAD
土木/土建/结构工程师,建筑软件,天正,112721,0/112682/112718/112721,"天正,TArch"
土木/土建/结构工程师,建筑软件,广联达,112723,0/112682/112718/112723,"广联达,Glodon"
土木/土建/结构工程师,建筑软件,Tekla,112724,0/112682/112718/112724,Tekla
土木/土建/结构工程师,建筑软件,DIALux,112725,0/112682/112718/112725,DIALux
土木/土建/结构工程师,建筑软件,Revit,112726,0/112682/112718/112726,Revit
土木/土建/结构工程师,建筑软件,斯维尔,112727,0/112682/112718/112727,"斯维尔,THSWARE"
土木/土建/结构工程师,建筑软件,品茗,112728,0/112682/112718/112728,"品茗,Pinming"
土木/土建/结构工程师,建筑软件,PKPM,112729,0/112682/112718/112729,PKPM
土木/土建/结构工程师,建筑软件,Navisworks,112730,0/112682/112718/112730,Navisworks
园林/景观设计,设计软件,CAD,112751,0/112749/112750/112751,CAD
园林/景观设计,设计软件,AFES,112752,0/112749/112750/112752,AFES
园林/景观设计,地产业态,工业地产,112754,0/112749/112753/112754,"工业地产,Industrial real estate"
园林/景观设计,地产业态,办公地产,112755,0/112749/112753/112755,"办公地产,Office real estate"
园林/景观设计,地产业态,文旅地产,112756,0/112749/112753/112756,"文旅地产,Cultural and Tourism Real Estate"
园林/景观设计,地产业态,综合体,112757,0/112749/112753/112757,"综合体,Complex"
园林/景观设计,地产业态,商业地产,112758,0/112749/112753/112758,"商业地产,Commercial real estate"
园林/景观设计,地产业态,海外地产,112759,0/112749/112753/112759,"海外地产,Overseas real estate"
园林/景观设计,地产业态,旧改项目,112761,0/112749/112753/112761,"旧改项目,Urban Renewal Project"
园林/景观设计,地产业态,酒店公寓,112762,0/112749/112753/112762,"酒店公寓,Hotel Apartment"
园林/景观设计,地产业态,住宅地产,112763,0/112749/112753/112763,"住宅地产,Residential Real Estate"
园林/景观设计,建筑软件,神机妙算,112765,0/112749/112764/112765,"神机妙算,Shengjimiaosuan"
园林/景观设计,建筑软件,ArchiCAD,112766,0/112749/112764/112766,ArchiCAD
园林/景观设计,建筑软件,天正,112767,0/112749/112764/112767,"天正,TArch"
园林/景观设计,建筑软件,广联达,112769,0/112749/112764/112769,"广联达,Glodon"
园林/景观设计,建筑软件,Tekla,112770,0/112749/112764/112770,Tekla
园林/景观设计,建筑软件,DIALux,112771,0/112749/112764/112771,DIALux
园林/景观设计,建筑软件,Revit,112772,0/112749/112764/112772,Revit
园林/景观设计,建筑软件,斯维尔,112773,0/112749/112764/112773,"斯维尔,THSWARE"
园林/景观设计,建筑软件,品茗,112774,0/112749/112764/112774,"品茗,Pinming"
园林/景观设计,建筑软件,PKPM,112775,0/112749/112764/112775,PKPM
园林/景观设计,建筑软件,Navisworks,112776,0/112749/112764/112776,Navisworks
建筑设计师,设计软件,CAD,112797,0/112795/112796/112797,CAD
建筑设计师,设计软件,AFES,112798,0/112795/112796/112798,AFES
建筑设计师,建筑设计职能,钢结构设计师,112800,0/112795/112799/112800,"钢结构设计师,Steel structure designer"
建筑设计师,建筑设计职能,BIM工程师,112801,0/112795/112799/112801,"BIM工程师,BIM Engineer"
建筑设计师,建筑设计职能,照明设计师,112802,0/112795/112799/112802,"照明设计师,Lighting Designer"
建筑设计师,建筑设计职能,建筑结构设计师,112803,0/112795/112799/112803,"建筑结构设计师,Architectural Structure Designer"
建筑设计师,建筑工程职能,市政工程师,112805,0/112795/112804/112805,"市政工程师,Municipal Engineer"
建筑设计师,建筑工程职能,爆破工程师,112806,0/112795/112804/112806,"爆破工程师,Blasting Engineer"
建筑设计师,建筑工程职能,架线/管道工程师,112807,0/112795/112804/112807,"架线/管道工程师,Wireline/Pipeline Engineer"
建筑设计师,建筑工程职能,水利/港口工程师,112808,0/112795/112804/112808,"水利/港口工程师,Water conservancy/port engineer"
建筑设计师,建筑工程职能,路桥工程师,112809,0/112795/112804/112809,"路桥工程师,Road and Bridge Engineer"
建筑设计师,建筑工程职能,岩土工程师,112810,0/112795/112804/112810,"岩土工程师,Geotechnical Engineer"
建筑设计师,建筑工程职能,隧道工程师,112811,0/112795/112804/112811,"隧道工程师,Tunnel Engineer"
建筑设计师,建筑工程职能,轨道交通工程师,112812,0/112795/112804/112812,"轨道交通工程师,Rail Transit Engineer"
建筑设计师,地产业态,工业地产,112814,0/112795/112813/112814,"工业地产,Industrial real estate"
建筑设计师,地产业态,办公地产,112815,0/112795/112813/112815,"办公地产,Office real estate"
建筑设计师,地产业态,文旅地产,112816,0/112795/112813/112816,"文旅地产,Cultural and Tourism Real Estate"
建筑设计师,地产业态,综合体,112817,0/112795/112813/112817,"综合体,Complex"
建筑设计师,地产业态,商业地产,112818,0/112795/112813/112818,"商业地产,Commercial real estate"
建筑设计师,地产业态,海外地产,112819,0/112795/112813/112819,"海外地产,Overseas real estate"
建筑设计师,地产业态,旧改项目,112821,0/112795/112813/112821,"旧改项目,Urban Renewal Project"
建筑设计师,地产业态,酒店公寓,112822,0/112795/112813/112822,"酒店公寓,Hotel Apartment"
建筑设计师,地产业态,住宅地产,112823,0/112795/112813/112823,"住宅地产,Residential Real Estate"
建筑设计师,建筑类型,绿色建筑,112825,0/112795/112824/112825,"绿色建筑,Green Building"
建筑设计师,建筑类型,装配式建筑,112826,0/112795/112824/112826,"装配式建筑,Prefabricated Buildings"
建筑设计师,建筑类型,农业建筑,112827,0/112795/112824/112827,"农业建筑,Agricultural buildings"
建筑设计师,建筑类型,历史建筑,112828,0/112795/112824/112828,"历史建筑,Historic buildings"
建筑设计师,建筑类型,公共建筑,112830,0/112795/112824/112830,"公共建筑,Public buildings"
建筑设计师,建筑类型,智能建筑,112831,0/112795/112824/112831,"智能建筑,Intelligent Buildings"
建筑设计师,建筑软件,神机妙算,112833,0/112795/112832/112833,"神机妙算,Shengjimiaosuan"
建筑设计师,建筑软件,ArchiCAD,112834,0/112795/112832/112834,ArchiCAD
建筑设计师,建筑软件,天正,112835,0/112795/112832/112835,"天正,TArch"
建筑设计师,建筑软件,广联达,112837,0/112795/112832/112837,"广联达,Glodon"
建筑设计师,建筑软件,Tekla,112838,0/112795/112832/112838,Tekla
建筑设计师,建筑软件,DIALux,112839,0/112795/112832/112839,DIALux
建筑设计师,建筑软件,Revit,112840,0/112795/112832/112840,Revit
建筑设计师,建筑软件,斯维尔,112841,0/112795/112832/112841,"斯维尔,THSWARE"
建筑设计师,建筑软件,品茗,112842,0/112795/112832/112842,"品茗,Pinming"
建筑设计师,建筑软件,PKPM,112843,0/112795/112832/112843,PKPM
建筑设计师,建筑软件,Navisworks,112844,0/112795/112832/112844,Navisworks
建筑工程师,设计软件,CAD,112864,0/112862/112863/112864,CAD
建筑工程师,设计软件,AFES,112865,0/112862/112863/112865,AFES
建筑工程师,建筑设计职能,钢结构设计师,112867,0/112862/112866/112867,"钢结构设计师,Steel structure designer"
建筑工程师,建筑设计职能,景观园林设计师,112868,0/112862/112866/112868,"景观园林设计师,Landscape Garden Designer"
建筑工程师,建筑设计职能,BIM工程师,112869,0/112862/112866/112869,"BIM工程师,BIM Engineer"
建筑工程师,建筑设计职能,照明设计师,112870,0/112862/112866/112870,"照明设计师,Lighting Designer"
建筑工程师,建筑设计职能,建筑结构设计师,112871,0/112862/112866/112871,"建筑结构设计师,Architectural Structure Designer"
建筑工程师,建筑工程职能,爆破工程师,112873,0/112862/112872/112873,"爆破工程师,Blasting Engineer"
建筑工程师,建筑工程职能,架线/管道工程师,112874,0/112862/112872/112874,"架线/管道工程师,Wireline/Pipeline Engineer"
建筑工程师,建筑工程职能,水利/港口工程师,112875,0/112862/112872/112875,"水利/港口工程师,Water conservancy/port engineer"
建筑工程师,建筑工程职能,路桥工程师,112876,0/112862/112872/112876,"路桥工程师,Road and Bridge Engineer"
建筑工程师,建筑工程职能,岩土工程师,112877,0/112862/112872/112877,"岩土工程师,Geotechnical Engineer"
建筑工程师,建筑工程职能,隧道工程师,112878,0/112862/112872/112878,"隧道工程师,Tunnel Engineer"
建筑工程师,建筑工程职能,轨道交通工程师,112879,0/112862/112872/112879,"轨道交通工程师,Rail Transit Engineer"
建筑工程师,地产业态,工业地产,112881,0/112862/112880/112881,"工业地产,Industrial real estate"
建筑工程师,地产业态,办公地产,112882,0/112862/112880/112882,"办公地产,Office real estate"
建筑工程师,地产业态,文旅地产,112883,0/112862/112880/112883,"文旅地产,Cultural and Tourism Real Estate"
建筑工程师,地产业态,综合体,112884,0/112862/112880/112884,"综合体,Complex"
建筑工程师,地产业态,商业地产,112885,0/112862/112880/112885,"商业地产,Commercial real estate"
建筑工程师,地产业态,海外地产,112886,0/112862/112880/112886,"海外地产,Overseas real estate"
建筑工程师,地产业态,旧改项目,112888,0/112862/112880/112888,"旧改项目,Urban Renewal Project"
建筑工程师,地产业态,酒店公寓,112889,0/112862/112880/112889,"酒店公寓,Hotel Apartment"
建筑工程师,地产业态,住宅地产,112890,0/112862/112880/112890,"住宅地产,Residential Real Estate"
建筑工程师,建筑类型,绿色建筑,112892,0/112862/112891/112892,"绿色建筑,Green Building"
建筑工程师,建筑类型,装配式建筑,112893,0/112862/112891/112893,"装配式建筑,Prefabricated Buildings"
建筑工程师,建筑类型,农业建筑,112894,0/112862/112891/112894,"农业建筑,Agricultural buildings"
建筑工程师,建筑类型,历史建筑,112895,0/112862/112891/112895,"历史建筑,Historic buildings"
建筑工程师,建筑类型,公共建筑,112897,0/112862/112891/112897,"公共建筑,Public buildings"
建筑工程师,建筑类型,智能建筑,112898,0/112862/112891/112898,"智能建筑,Intelligent Buildings"
建筑工程师,建筑软件,神机妙算,112900,0/112862/112899/112900,"神机妙算,Shengjimiaosuan"
建筑工程师,建筑软件,ArchiCAD,112901,0/112862/112899/112901,ArchiCAD
建筑工程师,建筑软件,天正,112902,0/112862/112899/112902,"天正,TArch"
建筑工程师,建筑软件,广联达,112904,0/112862/112899/112904,"广联达,Glodon"
建筑工程师,建筑软件,Tekla,112905,0/112862/112899/112905,Tekla
建筑工程师,建筑软件,DIALux,112906,0/112862/112899/112906,DIALux
建筑工程师,建筑软件,Revit,112907,0/112862/112899/112907,Revit
建筑工程师,建筑软件,斯维尔,112908,0/112862/112899/112908,"斯维尔,THSWARE"
建筑工程师,建筑软件,品茗,112909,0/112862/112899/112909,"品茗,Pinming"
建筑工程师,建筑软件,PKPM,112910,0/112862/112899/112910,PKPM
建筑工程师,建筑软件,Navisworks,112911,0/112862/112899/112911,Navisworks
城市规划设计,设计软件,CAD,112932,0/112930/112931/112932,CAD
城市规划设计,设计软件,AFES,112933,0/112930/112931/112933,AFES
城市规划设计,城市规划方向,交通规划,112935,0/112930/112934/112935,"交通规划,Transportation Planning"
城市规划设计,城市规划方向,环境规划,112936,0/112930/112934/112936,"环境规划,Environmental Planning"
城市规划设计,城市规划方向,文旅规划,112937,0/112930/112934/112937,"文旅规划,Cultural tourism planning"
城市规划设计,城市规划方向,生态规划,112938,0/112930/112934/112938,"生态规划,Ecological Planning"
城市规划设计,城市规划方向,海绵城市规划,112939,0/112930/112934/112939,"海绵城市规划,Sponge City Planning"
城市规划设计,城市规划方向,城镇规划,112940,0/112930/112934/112940,"城镇规划,Town Planning"
城市规划设计,城市规划方向,智慧城市规划,112941,0/112930/112934/112941,"智慧城市规划,Smart City Planning"
城市规划设计,建筑设计职能,景观园林设计师,112944,0/112930/112943/112944,"景观园林设计师,Landscape Garden Designer"
城市规划设计,建筑设计职能,BIM工程师,112945,0/112930/112943/112945,"BIM工程师,BIM Engineer"
城市规划设计,建筑设计职能,照明设计师,112946,0/112930/112943/112946,"照明设计师,Lighting Designer"
城市规划设计,建筑设计职能,建筑结构设计师,112947,0/112930/112943/112947,"建筑结构设计师,Architectural Structure Designer"
城市规划设计,建筑工程职能,市政工程师,112949,0/112930/112948/112949,"市政工程师,Municipal Engineer"
城市规划设计,建筑工程职能,爆破工程师,112950,0/112930/112948/112950,"爆破工程师,Blasting Engineer"
城市规划设计,建筑工程职能,架线/管道工程师,112951,0/112930/112948/112951,"架线/管道工程师,Wireline/Pipeline Engineer"
城市规划设计,建筑工程职能,路桥工程师,112952,0/112930/112948/112952,"路桥工程师,Road and Bridge Engineer"
城市规划设计,建筑工程职能,岩土工程师,112953,0/112930/112948/112953,"岩土工程师,Geotechnical Engineer"
城市规划设计,建筑工程职能,隧道工程师,112954,0/112930/112948/112954,"隧道工程师,Tunnel Engineer"
城市规划设计,建筑工程职能,轨道交通工程师,112955,0/112930/112948/112955,"轨道交通工程师,Rail Transit Engineer"
城市规划设计,地产业态,工业地产,112957,0/112930/112956/112957,"工业地产,Industrial real estate"
城市规划设计,地产业态,办公地产,112958,0/112930/112956/112958,"办公地产,Office real estate"
城市规划设计,地产业态,文旅地产,112959,0/112930/112956/112959,"文旅地产,Cultural and Tourism Real Estate"
城市规划设计,地产业态,综合体,112960,0/112930/112956/112960,"综合体,Complex"
城市规划设计,地产业态,商业地产,112961,0/112930/112956/112961,"商业地产,Commercial real estate"
城市规划设计,地产业态,海外地产,112962,0/112930/112956/112962,"海外地产,Overseas real estate"
城市规划设计,地产业态,旧改项目,112964,0/112930/112956/112964,"旧改项目,Urban Renewal Project"
城市规划设计,地产业态,酒店公寓,112965,0/112930/112956/112965,"酒店公寓,Hotel Apartment"
城市规划设计,地产业态,住宅地产,112966,0/112930/112956/112966,"住宅地产,Residential Real Estate"
城市规划设计,建筑类型,绿色建筑,112968,0/112930/112967/112968,"绿色建筑,Green Building"
城市规划设计,建筑类型,装配式建筑,112969,0/112930/112967/112969,"装配式建筑,Prefabricated Buildings"
城市规划设计,建筑类型,农业建筑,112970,0/112930/112967/112970,"农业建筑,Agricultural buildings"
城市规划设计,建筑类型,历史建筑,112971,0/112930/112967/112971,"历史建筑,Historic buildings"
城市规划设计,建筑类型,公共建筑,112973,0/112930/112967/112973,"公共建筑,Public buildings"
城市规划设计,建筑类型,智能建筑,112974,0/112930/112967/112974,"智能建筑,Intelligent Buildings"
城市规划设计,建筑软件,神机妙算,112976,0/112930/112975/112976,"神机妙算,Shengjimiaosuan"
城市规划设计,建筑软件,ArchiCAD,112977,0/112930/112975/112977,ArchiCAD
城市规划设计,建筑软件,天正,112978,0/112930/112975/112978,"天正,TArch"
城市规划设计,建筑软件,广联达,112980,0/112930/112975/112980,"广联达,Glodon"
城市规划设计,建筑软件,Tekla,112981,0/112930/112975/112981,Tekla
城市规划设计,建筑软件,DIALux,112982,0/112930/112975/112982,DIALux
城市规划设计,建筑软件,Revit,112983,0/112930/112975/112983,Revit
城市规划设计,建筑软件,斯维尔,112984,0/112930/112975/112984,"斯维尔,THSWARE"
城市规划设计,建筑软件,品茗,112985,0/112930/112975/112985,"品茗,Pinming"
城市规划设计,建筑软件,PKPM,112986,0/112930/112975/112986,PKPM
城市规划设计,建筑软件,Navisworks,112987,0/112930/112975/112987,Navisworks
弱电工程师,设计软件,CAD,113008,0/113006/113007/113008,CAD
弱电工程师,设计软件,AFES,113009,0/113006/113007/113009,AFES
弱电工程师,建筑工程职能,爆破工程师,113011,0/113006/113010/113011,"爆破工程师,Blasting Engineer"
弱电工程师,建筑工程职能,轨道交通工程师,113012,0/113006/113010/113012,"轨道交通工程师,Rail Transit Engineer"
弱电工程师,地产业态,工业地产,113014,0/113006/113013/113014,"工业地产,Industrial real estate"
弱电工程师,地产业态,办公地产,113015,0/113006/113013/113015,"办公地产,Office real estate"
弱电工程师,地产业态,文旅地产,113016,0/113006/113013/113016,"文旅地产,Cultural and Tourism Real Estate"
弱电工程师,地产业态,综合体,113017,0/113006/113013/113017,"综合体,Complex"
弱电工程师,地产业态,商业地产,113018,0/113006/113013/113018,"商业地产,Commercial real estate"
弱电工程师,地产业态,海外地产,113019,0/113006/113013/113019,"海外地产,Overseas real estate"
弱电工程师,地产业态,旧改项目,113021,0/113006/113013/113021,"旧改项目,Urban Renewal Project"
弱电工程师,地产业态,酒店公寓,113022,0/113006/113013/113022,"酒店公寓,Hotel Apartment"
弱电工程师,地产业态,住宅地产,113023,0/113006/113013/113023,"住宅地产,Residential Real Estate"
弱电工程师,弱电系统方向,安防系统,113025,0/113006/113024/113025,"安防系统,Security Protection System"
弱电工程师,弱电系统方向,网络系统,113026,0/113006/113024/113026,"网络系统,Network system"
弱电工程师,弱电系统方向,楼宇自控系统,113027,0/113006/113024/113027,"楼宇自控系统,Building Automation System"
弱电工程师,弱电系统方向,广播系统,113028,0/113006/113024/113028,"广播系统,Broadcasting System"
弱电工程师,弱电系统方向,通信系统,113029,0/113006/113024/113029,"通信系统,Communication System"
弱电工程师,弱电系统方向,停车场系统,113030,0/113006/113024/113030,"停车场系统,Parking system"
弱电工程师,建筑类型,绿色建筑,113032,0/113006/113031/113032,"绿色建筑,Green Building"
弱电工程师,建筑类型,装配式建筑,113033,0/113006/113031/113033,"装配式建筑,Prefabricated Buildings"
弱电工程师,建筑类型,农业建筑,113034,0/113006/113031/113034,"农业建筑,Agricultural buildings"
弱电工程师,建筑类型,历史建筑,113035,0/113006/113031/113035,"历史建筑,Historic buildings"
弱电工程师,建筑类型,公共建筑,113037,0/113006/113031/113037,"公共建筑,Public buildings"
弱电工程师,建筑类型,智能建筑,113038,0/113006/113031/113038,"智能建筑,Intelligent Buildings"
弱电工程师,建筑软件,神机妙算,113040,0/113006/113039/113040,"神机妙算,Shengjimiaosuan"
弱电工程师,建筑软件,ArchiCAD,113041,0/113006/113039/113041,ArchiCAD
弱电工程师,建筑软件,天正,113042,0/113006/113039/113042,"天正,TArch"
弱电工程师,建筑软件,广联达,113044,0/113006/113039/113044,"广联达,Glodon"
弱电工程师,建筑软件,Tekla,113045,0/113006/113039/113045,Tekla
弱电工程师,建筑软件,DIALux,113046,0/113006/113039/113046,DIALux
弱电工程师,建筑软件,Revit,113047,0/113006/113039/113047,Revit
弱电工程师,建筑软件,斯维尔,113048,0/113006/113039/113048,"斯维尔,THSWARE"
弱电工程师,建筑软件,品茗,113049,0/113006/113039/113049,"品茗,Pinming"
弱电工程师,建筑软件,PKPM,113050,0/113006/113039/113050,PKPM
弱电工程师,建筑软件,Navisworks,113051,0/113006/113039/113051,Navisworks
给排水工程师,设计软件,CAD,113096,0/113094/113095/113096,CAD
给排水工程师,设计软件,AFES,113097,0/113094/113095/113097,AFES
给排水工程师,地产业态,工业地产,113099,0/113094/113098/113099,"工业地产,Industrial real estate"
给排水工程师,地产业态,办公地产,113100,0/113094/113098/113100,"办公地产,Office real estate"
给排水工程师,地产业态,文旅地产,113101,0/113094/113098/113101,"文旅地产,Cultural and Tourism Real Estate"
给排水工程师,地产业态,综合体,113102,0/113094/113098/113102,"综合体,Complex"
给排水工程师,地产业态,商业地产,113103,0/113094/113098/113103,"商业地产,Commercial real estate"
给排水工程师,地产业态,海外地产,113104,0/113094/113098/113104,"海外地产,Overseas real estate"
给排水工程师,地产业态,旧改项目,113106,0/113094/113098/113106,"旧改项目,Urban Renewal Project"
给排水工程师,地产业态,酒店公寓,113107,0/113094/113098/113107,"酒店公寓,Hotel Apartment"
给排水工程师,地产业态,住宅地产,113108,0/113094/113098/113108,"住宅地产,Residential Real Estate"
给排水工程师,建筑类型,绿色建筑,113110,0/113094/113109/113110,"绿色建筑,Green Building"
给排水工程师,建筑类型,装配式建筑,113111,0/113094/113109/113111,"装配式建筑,Prefabricated Buildings"
给排水工程师,建筑类型,农业建筑,113112,0/113094/113109/113112,"农业建筑,Agricultural buildings"
给排水工程师,建筑类型,历史建筑,113113,0/113094/113109/113113,"历史建筑,Historic buildings"
给排水工程师,建筑类型,公共建筑,113115,0/113094/113109/113115,"公共建筑,Public buildings"
给排水工程师,建筑类型,智能建筑,113116,0/113094/113109/113116,"智能建筑,Intelligent Buildings"
给排水工程师,建筑软件,神机妙算,113118,0/113094/113117/113118,"神机妙算,Shengjimiaosuan"
给排水工程师,建筑软件,ArchiCAD,113119,0/113094/113117/113119,ArchiCAD
给排水工程师,建筑软件,天正,113120,0/113094/113117/113120,"天正,TArch"
给排水工程师,建筑软件,广联达,113122,0/113094/113117/113122,"广联达,Glodon"
给排水工程师,建筑软件,Tekla,113123,0/113094/113117/113123,Tekla
给排水工程师,建筑软件,DIALux,113124,0/113094/113117/113124,DIALux
给排水工程师,建筑软件,Revit,113125,0/113094/113117/113125,Revit
给排水工程师,建筑软件,斯维尔,113126,0/113094/113117/113126,"斯维尔,THSWARE"
给排水工程师,建筑软件,品茗,113127,0/113094/113117/113127,"品茗,Pinming"
给排水工程师,建筑软件,PKPM,113128,0/113094/113117/113128,PKPM
给排水工程师,建筑软件,Navisworks,113129,0/113094/113117/113129,Navisworks
暖通工程师,设计软件,CAD,113149,0/113147/113148/113149,CAD
暖通工程师,设计软件,AFES,113150,0/113147/113148/113150,AFES
暖通工程师,暖通设计方向,通风设计,113152,0/113147/113151/113152,"通风设计,Ventilation design"
暖通工程师,暖通设计方向,空调系统设计,113153,0/113147/113151/113153,"空调系统设计,Air conditioning system design"
暖通工程师,暖通设计方向,洁净厂房设计,113154,0/113147/113151/113154,"洁净厂房设计,Clean room design"
暖通工程师,地产业态,工业地产,113156,0/113147/113155/113156,"工业地产,Industrial real estate"
暖通工程师,地产业态,办公地产,113157,0/113147/113155/113157,"办公地产,Office real estate"
暖通工程师,地产业态,文旅地产,113158,0/113147/113155/113158,"文旅地产,Cultural and Tourism Real Estate"
暖通工程师,地产业态,综合体,113159,0/113147/113155/113159,"综合体,Complex"
暖通工程师,地产业态,商业地产,113160,0/113147/113155/113160,"商业地产,Commercial real estate"
暖通工程师,地产业态,海外地产,113161,0/113147/113155/113161,"海外地产,Overseas real estate"
暖通工程师,地产业态,旧改项目,113163,0/113147/113155/113163,"旧改项目,Urban Renewal Project"
暖通工程师,地产业态,酒店公寓,113164,0/113147/113155/113164,"酒店公寓,Hotel Apartment"
暖通工程师,地产业态,住宅地产,113165,0/113147/113155/113165,"住宅地产,Residential Real Estate"
暖通工程师,建筑类型,绿色建筑,113167,0/113147/113166/113167,"绿色建筑,Green Building"
暖通工程师,建筑类型,装配式建筑,113168,0/113147/113166/113168,"装配式建筑,Prefabricated Buildings"
暖通工程师,建筑类型,农业建筑,113169,0/113147/113166/113169,"农业建筑,Agricultural buildings"
暖通工程师,建筑类型,历史建筑,113170,0/113147/113166/113170,"历史建筑,Historic buildings"
暖通工程师,建筑类型,公共建筑,113172,0/113147/113166/113172,"公共建筑,Public buildings"
暖通工程师,建筑类型,智能建筑,113173,0/113147/113166/113173,"智能建筑,Intelligent Buildings"
暖通工程师,建筑软件,神机妙算,113175,0/113147/113174/113175,"神机妙算,Shengjimiaosuan"
暖通工程师,建筑软件,ArchiCAD,113176,0/113147/113174/113176,ArchiCAD
暖通工程师,建筑软件,天正,113177,0/113147/113174/113177,"天正,TArch"
暖通工程师,建筑软件,广联达,113179,0/113147/113174/113179,"广联达,Glodon"
暖通工程师,建筑软件,Tekla,113180,0/113147/113174/113180,Tekla
暖通工程师,建筑软件,DIALux,113181,0/113147/113174/113181,DIALux
暖通工程师,建筑软件,Revit,113182,0/113147/113174/113182,Revit
暖通工程师,建筑软件,斯维尔,113183,0/113147/113174/113183,"斯维尔,THSWARE"
暖通工程师,建筑软件,品茗,113184,0/113147/113174/113184,"品茗,Pinming"
暖通工程师,建筑软件,PKPM,113185,0/113147/113174/113185,PKPM
暖通工程师,建筑软件,Navisworks,113186,0/113147/113174/113186,Navisworks
幕墙工程师,设计软件,CAD,113206,0/113204/113205/113206,CAD
幕墙工程师,设计软件,AFES,113207,0/113204/113205/113207,AFES
