"一级","二级","职位名","职位id","职位编码","别名"
电子/电气/通信,半导体/芯片,集成电路IC设计,110104,"0/108000/110103/110104","集成电路IC设计,Integrated Circuit IC Design"
电子/电气/通信,半导体/芯片,数字IC验证工程师,110105,"0/108000/110103/110105","数字IC验证工程师,Digital IC Verification Engineer"
电子/电气/通信,半导体/芯片,模拟版图设计工程师,110106,"0/108000/110103/110106","模拟版图设计工程师,Analog Layout Design Engineer"
电子/电气/通信,半导体/芯片,FAE,110107,"0/108000/110103/110107",FAE
电子/电气/通信,电子/硬件开发,电子工程师,110109,"0/108000/110108/110109","电子工程师,Electronics Engineer"
电子/电气/通信,电子/硬件开发,硬件工程师,110110,"0/108000/110108/110110","硬件工程师,Hardware Engineer"
电子/电气/通信,电子/硬件开发,嵌入式软件工程师,110111,"0/108000/110108/110111","嵌入式软件工程师,Embedded Software Engineer"
电子/电气/通信,电子/硬件开发,FPGA开发,110112,"0/108000/110108/110112","FPGA开发,FPGA Development"
电子/电气/通信,电子/硬件开发,单片机,110113,"0/108000/110108/110113","单片机,Single Chip Microcomputer/MCU"
电子/电气/通信,电子/硬件开发,驱动开发工程师,110114,"0/108000/110108/110114","驱动开发工程师,Driver development engineer"
电子/电气/通信,电子/硬件开发,PCB工程师,110115,"0/108000/110108/110115","PCB工程师,PCB Engineer"
电子/电气/通信,电子/硬件开发,电子维修技术员,110116,"0/108000/110108/110116","电子维修技术员,Electronics Maintenance Technician"
电子/电气/通信,电子/硬件开发,射频工程师,110117,"0/108000/110108/110117","射频工程师,RF Engineer"
电子/电气/通信,电子/硬件开发,电路设计,110118,"0/108000/110108/110118","电路设计,Circuit Design"
电子/电气/通信,电子/硬件开发,系统集成,110119,"0/108000/110108/110119","系统集成,System Integration"
电子/电气/通信,电子/硬件开发,光学工程师,110120,"0/108000/110108/110120","光学工程师,Optical Engineer"
电子/电气/通信,电子/硬件开发,DSP开发,110121,"0/108000/110108/110121","DSP开发,DSP Development"
电子/电气/通信,电子/硬件开发,ARM开发,110122,"0/108000/110108/110122","ARM开发,ARM Development"
电子/电气/通信,通信,通信项目专员,110124,"0/108000/110123/110124","通信项目专员,Communications Project Specialist"
电子/电气/通信,通信,通信项目经理,110125,"0/108000/110123/110125","通信项目经理,Communications Project Manager"
电子/电气/通信,通信,通信技术工程师,110126,"0/108000/110123/110126","通信技术工程师,Communications Technology Engineer"
电子/电气/通信,通信,通信研发工程师,110127,"0/108000/110123/110127","通信研发工程师,Communications R&D Engineer"
电子/电气/通信,通信,无线/射频通信工程师,110128,"0/108000/110123/110128","无线/射频通信工程师,Wireless/RF Communications Engineer"
电子/电气/通信,通信,移动通信工程师,110129,"0/108000/110123/110129","移动通信工程师,Mobile Communications Engineer"
电子/电气/通信,通信,电信网络工程师,110130,"0/108000/110123/110130","电信网络工程师,Telecommunications Network Engineer"
电子/电气/通信,通信,数据通信工程师,110131,"0/108000/110123/110131","数据通信工程师,Data Communications Engineer"
电子/电气/通信,通信,通信测试工程师,110132,"0/108000/110123/110132","通信测试工程师,Communications Test Engineer"
电子/电气/通信,通信,光通信工程师,110133,"0/108000/110123/110133","光通信工程师,Optical communication engineer"
电子/电气/通信,通信,光传输工程师,110134,"0/108000/110123/110134","光传输工程师,Optical transmission engineer"
电子/电气/通信,通信,光网络工程师,110135,"0/108000/110123/110135","光网络工程师,Optical Network Engineer"
电子/电气/通信,通信,通信电源工程师,110136,"0/108000/110123/110136","通信电源工程师,Communications Power Supply Engineer"
电子/电气/通信,通信,有线传输工程师,110137,"0/108000/110123/110137","有线传输工程师,Wired Transmission Engineer"
电子/电气/通信,通信,通信设备工程师,110138,"0/108000/110123/110138","通信设备工程师,Communications equipment engineer"
电子/电气/通信,通信,核心网工程师,110139,"0/108000/110123/110139","核心网工程师,Core Network Engineer"
电子/电气/通信,通信,通信标准化工程师,110140,"0/108000/110123/110140","通信标准化工程师,Communications Standardization Engineer"
电子/电气/通信,通信,电信交换工程师,110141,"0/108000/110123/110141","电信交换工程师,Telecommunications switching engineer"
电子/电气/通信,电气/自动化,电气工程师,110143,"0/108000/110142/110143","电气工程师,Electrical Engineer"
电子/电气/通信,电气/自动化,电气设计工程师,110144,"0/108000/110142/110144","电气设计工程师,Electrical Design Engineer"
电子/电气/通信,电气/自动化,自动化,110145,"0/108000/110142/110145","自动化,Automation"
电子/电气/通信,电气/自动化,机电工程师,110146,"0/108000/110142/110146","机电工程师,Mechanical and electrical engineer"
电子/电气/通信,电气/自动化,建筑机电工程师,110147,"0/108000/110142/110147","建筑机电工程师,Building Mechanical and Electrical Engineer"
IT互联网,运维/技术支持,技术文档工程师,110151,"0/101201/101262/110151","技术文档工程师,Technical Documentation Writer"
销售/客服/市场,客服/售前/售后技术支持,售前技术支持,110153,"0/103101/103102/110153","售前技术支持,Pre-sales technical support"
销售/客服/市场,客服/售前/售后技术支持,售后技术支持,110154,"0/103101/103102/110154","售后技术支持,After-sales technical support"
销售/客服/市场,客服/售前/售后技术支持,销售技术支持,110155,"0/103101/103102/110155","销售技术支持,Sales technical support"
IT互联网,产品,产品经理,110158,"0/101201/101478/110158","产品经理,Product Manager"
IT互联网,产品,高级产品管理岗,110161,"0/101201/101478/110161","高级产品管理岗,Senior Product Management Position"
IT互联网,产品,电商产品经理,110162,"0/101201/101478/110162","电商产品经理,E-commerce Product Manager"
IT互联网,产品,AI产品经理,110163,"0/101201/101478/110163","AI产品经理,AI Product Manager"
IT互联网,产品,金融产品经理,110166,"0/101201/101478/110166","金融产品经理,Financial Product Manager"
IT互联网,产品,亚马逊产品开发,110167,"0/101201/101478/110167","亚马逊产品开发,Amazon Product Development"
IT互联网,产品,化妆品产品经理,110168,"0/101201/101478/110168","化妆品产品经理,Cosmetic Product Manager"
IT互联网,产品,硬件产品经理,110169,"0/101201/101478/110169","硬件产品经理,Hardware Product Manager"
IT互联网,产品,其他产品职位,110170,"0/101201/101478/110170","其他产品职位,Other Product Positions"
IT互联网,产品,游戏策划,110172,"0/101201/101478/110172","游戏策划,Game Planning"
IT互联网,产品,系统策划,110173,"0/101201/101478/110173","系统策划,System Planning"
IT互联网,产品,游戏数值策划,110174,"0/101201/101478/110174","游戏数值策划,Game numerical planning"
IT互联网,产品,游戏制作人,110175,"0/101201/101478/110175","游戏制作人,Game Producer"
IT互联网,产品,用户研究员,110177,"0/101201/101478/110177","用户研究员,用户研究,User Researcher"
IT互联网,产品,用户研究经理,110178,"0/101201/101478/110178","用户研究经理,User Research Director"
IT互联网,产品,用户研究总监,110179,"0/101201/101478/110179","用户研究总监,User Research Director"
销售/客服/市场,客服/售前/售后技术支持,客服专员,110182,"0/103101/103102/110182","客服专员,Customer Service Specialist"
销售/客服/市场,客服/售前/售后技术支持,客服主管,110183,"0/103101/103102/110183","客服主管,Customer Service Supervisor"
销售/客服/市场,客服/售前/售后技术支持,客服经理,110184,"0/103101/103102/110184","客服经理,Customer Service Manager"
销售/客服/市场,客服/售前/售后技术支持,网络客服,110185,"0/103101/103102/110185","网络客服,Online customer service staff"
销售/客服/市场,客服/售前/售后技术支持,电话客服,110186,"0/103101/103102/110186","电话客服,Telephone customer service"
销售/客服/市场,客服/售前/售后技术支持,售后客服,110187,"0/103101/103102/110187","售后客服,After-sales customer service"
销售/客服/市场,客服/售前/售后技术支持,售前客服,110188,"0/103101/103102/110188","售前客服,Pre-sales customer service"
销售/客服/市场,客服/售前/售后技术支持,咨询热线/呼叫中心客服,110189,"0/103101/103102/110189","咨询热线/呼叫中心客服,Consulting hotline/call center customer service"
IT互联网,运营,新媒体运营,110191,"0/101201/101486/110191","新媒体运营,New Media Operations"
IT互联网,运营,直播运营,110192,"0/101201/101486/110192","直播运营,Live broadcast operation"
IT互联网,运营,视频运营,110193,"0/101201/101486/110193","视频运营,Video Operation"
IT互联网,运营,内容运营,110194,"0/101201/101486/110194","内容运营,Content Operations"
IT互联网,运营,微信运营,110195,"0/101201/101486/110195","微信运营,WeChat Operation"
IT互联网,运营,国内电商运营,110197,"0/101201/101486/110197","国内电商运营,Domestic e-commerce operations"
IT互联网,运营,跨境电商运营,110198,"0/101201/101486/110198","跨境电商运营,Cross-border e-commerce operations"
IT互联网,运营,品类运营,110199,"0/101201/101486/110199","品类运营,Category Operation"
IT互联网,运营,淘宝运营,110200,"0/101201/101486/110200","淘宝运营,Taobao Operations"
IT互联网,运营,天猫运营,110201,"0/101201/101486/110201","天猫运营,Tmall Operation"
IT互联网,运营,京东运营,110202,"0/101201/101486/110202","京东运营,JD Operations"
IT互联网,运营,拼多多运营,110203,"0/101201/101486/110203","拼多多运营,Pinduoduo Operation"
IT互联网,运营,亚马逊运营,110204,"0/101201/101486/110204","亚马逊运营,Amazon Operations"
IT互联网,运营,亚马逊产品开发,110205,"0/101201/101486/110205","亚马逊产品开发,Amazon Product Development"
IT互联网,运营,阿里国际站运营,110206,"0/101201/101486/110206","阿里国际站运营,Alibaba International Station Operations"
IT互联网,运营,速卖通运营,110207,"0/101201/101486/110207","速卖通运营,AliExpress Operation"
IT互联网,运营,运营助理/专员,110209,"0/101201/101486/110209","运营助理/专员,Operations Assistant/Specialist"
IT互联网,运营,产品运营,110210,"0/101201/101486/110210","产品运营,Product Operations"
IT互联网,运营,用户运营,110211,"0/101201/101486/110211","用户运营,User Operation"
IT互联网,运营,商家运营,110212,"0/101201/101486/110212","商家运营,Merchant Operations"
IT互联网,运营,数据/策略运营,110213,"0/101201/101486/110213","数据/策略运营,Data/Strategy Operations"
IT互联网,运营,社区运营,110214,"0/101201/101486/110214","社区运营,Community Operation"
IT互联网,运营,游戏运营,110215,"0/101201/101486/110215","游戏运营,Game Operation"
IT互联网,运营,活动运营,110216,"0/101201/101486/110216","活动运营,Event Operations"
IT互联网,运营,网站运营,110217,"0/101201/101486/110217","网站运营,Website Operation"
IT互联网,运营,内容审核,110218,"0/101201/101486/110218","内容审核,Content review"
IT互联网,运营,数据标注/AI训练师,110219,"0/101201/101486/110219","数据标注/AI训练师,Data Annotation/AI Trainer"
IT互联网,运营,车辆运营,110221,"0/101201/101486/110221","车辆运营,Vehicle Operation"
IT互联网,运营,线下拓展运营,110222,"0/101201/101486/110222","线下拓展运营,Offline expansion operations"
IT互联网,运营,商场运营,110223,"0/101201/101486/110223","商场运营,Mall Operations"
传媒/印刷/艺术/设计,影视/媒体/出版/印刷,文案编辑,110225,"0/105835/105855/110225","文案编辑,Copy editor"
传媒/印刷/艺术/设计,影视/媒体/出版/印刷,网站编辑,110226,"0/105835/105855/110226","网站编辑,Website Editor"
传媒/印刷/艺术/设计,影视/媒体/出版/印刷,医学编辑,110227,"0/105835/105855/110227","医学编辑,Medical Editor"
销售/客服/市场,销售业务,网络销售,110240,"0/103101/103264/110240","网络销售,Online Salesperson"
销售/客服/市场,销售业务,渠道销售,110241,"0/103101/103264/110241","渠道销售,Channel Salesperson"
销售/客服/市场,销售业务,大客户代表,110242,"0/103101/103264/110242","大客户代表,Key Account Representative"
销售/客服/市场,销售业务,客户经理,110243,"0/103101/103264/110243","客户经理,account Manager"
销售/客服/市场,销售业务,BD经理,110244,"0/103101/103264/110244","BD经理,BD Manager"
销售/客服/市场,销售管理,销售经理,110248,"0/103101/103245/110248","销售经理,sales Manager"
销售/客服/市场,销售管理,销售VP,110250,"0/103101/103245/110250","销售VP,Sales VP"
销售/客服/市场,销售管理,团队经理,110251,"0/103101/103245/110251","团队经理,Team Manager"
销售/客服/市场,销售管理,城市经理,110252,"0/103101/103245/110252","城市经理,City Manager"
销售/客服/市场,销售管理,区域总监,110253,"0/103101/103245/110253","区域总监,Regional Director"
销售/客服/市场,销售行政/商务,销售助理,110255,"0/103101/103257/110255","销售助理,Sales Assistant"
销售/客服/市场,销售行政/商务,销售运营,110256,"0/103101/103257/110256","销售运营,Sales Operations"
销售/客服/市场,销售行政/商务,客户成功,110260,"0/103101/103257/110260","客户成功,Customer Success"
房地产/建筑/物业,销售类,地产中介,110274,"0/101601/104007/110274","地产中介,Real estate agency"
房地产/建筑/物业,销售类,物业招商管理,110275,"0/101601/104007/110275","物业招商管理,Property investment promotion management"
房地产/建筑/物业,销售类,房地产销售总监,110276,"0/101601/104007/110276","房地产销售总监,Real Estate Sales Director"
生物/制药/医疗/护理,医疗销售,医药代表,110286,"0/105601/107020/110286","医药代表,Medical Representative"
生物/制药/医疗/护理,医疗销售,医疗器械销售,110287,"0/105601/107020/110287","医疗器械销售,Medical device sales"
生物/制药/医疗/护理,医疗销售,药店店员,110288,"0/105601/107020/110288","药店店员,Pharmacy clerk"
生物/制药/医疗/护理,医疗销售,药店店长,110289,"0/105601/107020/110289","药店店长,Pharmacy Manager"
生物/制药/医疗/护理,医疗销售,医美咨询,110290,"0/105601/107020/110290","医美咨询,Medical Aesthetics Consultant"
生物/制药/医疗/护理,医疗销售,健康顾问,110291,"0/105601/107020/110291","健康顾问,Health Consultant"
生物/制药/医疗/护理,医疗销售,口腔咨询师,110292,"0/105601/107020/110292","口腔咨询师,Dental consultant"
财务/人力资源/行政,行政/后勤/文秘,前台,110309,"0/100860/100916/110309","前台,Receptionist"
财务/人力资源/行政,行政/后勤/文秘,后勤,110310,"0/100860/100916/110310","后勤,logistics"
财务/人力资源/行政,行政/后勤/文秘,经理助理,110311,"0/100860/100916/110311","经理助理,Manager Assistant"
财务/人力资源/行政,行政/后勤/文秘,文员,110312,"0/100860/100916/110312","文员,Clerk"
财务/人力资源/行政,行政/后勤/文秘,企业党建,110313,"0/100860/100916/110313","企业党建,Enterprise Party Building"
财务/人力资源/行政,人力资源,人力资源经理/主管,110316,"0/100860/100861/110316","人力资源经理/主管,Human Resources Manager/Supervisor"
财务/人力资源/行政,人力资源,人力资源总监,110317,"0/100860/100861/110317","人力资源总监,Human Resources Director"
财务/人力资源/行政,人力资源,招聘,110318,"0/100860/100861/110318","招聘,recruitment"
财务/人力资源/行政,人力资源,HRBP,110319,"0/100860/100861/110319",HRBP
财务/人力资源/行政,人力资源,培训,110320,"0/100860/100861/110320","培训,Training"
财务/人力资源/行政,人力资源,薪酬绩效,110324,"0/100860/100861/110324","薪酬绩效,Compensation and  Performance"
咨询/法律/教育/翻译,律师/法务/合规,法务专员/助理,110326,"0/102601/102701/110326","法务专员/助理,Legal Affairs Specialist/Assistant"
咨询/法律/教育/翻译,律师/法务/合规,法律顾问,110329,"0/102601/102701/110329","法律顾问,Legal Advisor"
财务/人力资源/行政,财务/审计/税务,会计,110335,"0/100860/102801/110335","会计,Accounting"
财务/人力资源/行政,财务/审计/税务,结算会计,110338,"0/100860/102801/110338","结算会计,Settlement accountant"
财务/人力资源/行政,财务/审计/税务,税务外勤会计,110339,"0/100860/102801/110339","税务外勤会计,Tax Field Accounting"
财务/人力资源/行政,财务/审计/税务,建筑/工程会计,110340,"0/100860/102801/110340","建筑/工程会计,Construction/Engineering Accounting"
财务/人力资源/行政,财务/审计/税务,审计,110342,"0/100860/102801/110342","审计,Audit"
财务/人力资源/行政,财务/审计/税务,税务,110343,"0/100860/102801/110343","税务,Taxation"
财务/人力资源/行政,财务/审计/税务,财务经理/主管,110345,"0/100860/102801/110345","财务经理/主管,Financial Manager/Supervisor"
财务/人力资源/行政,财务/审计/税务,财务总监/VP,110346,"0/100860/102801/110346","财务总监/VP,Chief Financial Director/VP"
财务/人力资源/行政,财务/审计/税务,CFO,110347,"0/100860/102801/110347",CFO
财务/人力资源/行政,财务/审计/税务,出纳,110349,"0/100860/102801/110349","出纳,Cashier"
财务/人力资源/行政,财务/审计/税务,风控,110350,"0/100860/102801/110350","风控,Risk Control"
财务/人力资源/行政,财务/审计/税务,财务分析/财务BP,110353,"0/100860/102801/110353","财务分析/财务BP,Financial Analysis/Financial BP"
生产/制造,生产操作,普工/操作工,110356,"0/104801/104988/110356","普工/操作工,General worker/operator"
生产/制造,生产操作,搬运工/装卸工,110359,"0/104801/104988/110359","搬运工/装卸工,Porter/loader"
生产/制造,生产操作,焊工,110364,"0/104801/104988/110364","焊工,welder"
生产/制造,生产操作,氩弧焊工,110365,"0/104801/104988/110365","氩弧焊工,TIG welder"
生产/制造,生产操作,车工,110367,"0/104801/104988/110367","车工,turner"
生产/制造,生产操作,磨工,110368,"0/104801/104988/110368","磨工,Grinding"
生产/制造,生产操作,铣工,110369,"0/104801/104988/110369","铣工,Milling Worker"
生产/制造,生产操作,钻工,110370,"0/104801/104988/110370","钻工,Driller"
生产/制造,生产操作,铆工,110371,"0/104801/104988/110371","铆工,Riveter"
生产/制造,生产操作,模具工,110372,"0/104801/104988/110372","模具工,Mold maker"
生产/制造,生产操作,切割工,110373,"0/104801/104988/110373","切割工,Cutter"
生产/制造,生产操作,折弯工,110374,"0/104801/104988/110374","折弯工,Bending Worker"
生产/制造,生产操作,注塑工,110375,"0/104801/104988/110375","注塑工,Injection Molder"
生产/制造,生产操作,抛光工,110377,"0/104801/104988/110377","抛光工,Polishing Worker"
生产/制造,生产操作,空调工,110381,"0/104801/104988/110381","空调工,Air Conditioner worker"
生产/制造,生产操作,弱电工,110385,"0/104801/104988/110385","弱电工,Weak current electrician"
生产/制造,生产操作,水电工,110386,"0/104801/104988/110386","水电工,Plumber"
采购/贸易/交通/物流,交通运输服务,叉车工,110388,"0/106120/106139/110388","叉车工,Forklift operator"
采购/贸易/交通/物流,交通运输服务,挖掘机司机,110390,"0/106120/106139/110390","挖掘机司机,Excavator driver"
项目/质量/高级管理,质量管理/安全防护,质量管理/测试,110392,"0/104401/104537/110392","质量管理/测试,质量管理/测试工程师,Quality Management/Testing"
项目/质量/高级管理,质量管理/安全防护,质检员,110393,"0/104401/104537/110393","质检员,Quality Inspector"
项目/质量/高级管理,质量管理/安全防护,实验室技术员,110394,"0/104401/104537/110394","实验室技术员,Laboratory Technician"
项目/质量/高级管理,质量管理/安全防护,体系审核员,110396,"0/104401/104537/110396","体系审核员,System Auditor"
项目/质量/高级管理,质量管理/安全防护,产品认证工程师,110397,"0/104401/104537/110397","产品认证工程师,Product Certification Engineer"
项目/质量/高级管理,质量管理/安全防护,失效分析工程师,110398,"0/104401/104537/110398","失效分析工程师,Failure Analysis Engineer"
项目/质量/高级管理,质量管理/安全防护,供应商质量工程师,110400,"0/104401/104537/110400","供应商质量工程师,Supplier Quality Engineer"
项目/质量/高级管理,质量管理/安全防护,医疗器械生产/质量管理,110401,"0/104401/104537/110401","医疗器械生产/质量管理,Medical device production/quality management"
项目/质量/高级管理,质量管理/安全防护,汽车质量工程师,110402,"0/104401/104537/110402","汽车质量工程师,Automotive Quality Engineer"
项目/质量/高级管理,质量管理/安全防护,计量工程师,110403,"0/104401/104537/110403","计量工程师,Metrology Engineer"
生产/制造,生产技术,CNC/数控,110405,"0/104801/104914/110405","CNC/数控,CNC"
生产/制造,生产技术,机械结构工程师,110407,"0/104801/104914/110407","机械结构工程师,Mechanical structure engineer"
生产/制造,生产技术,机械设备工程师,110409,"0/104801/104914/110409","机械设备工程师,Mechanical equipment engineer"
生产/制造,生产技术,机械制图员,110411,"0/104801/104914/110411","机械制图员,Mechanical Draftsman"
生产/制造,生产技术,机电工程师,110412,"0/104801/104914/110412","机电工程师,Mechanical and electrical engineer"
生产/制造,生产技术,夹具工程师,110414,"0/104801/104914/110414","夹具工程师,Fixture Engineer"
生产/制造,生产技术,铸造/锻造工程师,110416,"0/104801/104914/110416","铸造/锻造工程师,Casting/Forging Engineer"
生产/制造,生产技术,机械维修/保养,110417,"0/104801/104914/110417","机械维修/保养,Machinery repair/maintenance"
生产/制造,生产技术,工业工程师(IE),110419,"0/104801/104914/110419","工业工程师(IE),Industrial Engineer (IE)"
生产/制造,生产技术,热设计工程师,110421,"0/104801/104914/110421","热设计工程师,Thermal Design Engineer"
生产/制造,生产管理,车间主任,110424,"0/104801/104979/110424","车间主任,Workshop Director"
生产/制造,生产管理,生产组长/拉长,110425,"0/104801/104979/110425","生产组长/拉长,Production Team Leader/Foreman"
生产/制造,生产管理,生产总监,110426,"0/104801/104979/110426","生产总监,Production Director"
生产/制造,生产管理,生产文员,110428,"0/104801/104979/110428","生产文员,Production Clerk"
生产/制造,生产管理,生产计划/物料管理(PMC),110429,"0/104801/104979/110429","生产计划/物料管理(PMC),Production Planning/Material Management (PMC)"
生产/制造,生产管理,生产设备管理员,110430,"0/104801/104979/110430","生产设备管理员,Production equipment manager"
生产/制造,生产管理,厂务,110431,"0/104801/104979/110431","厂务,Factory Affairs"
生产/制造,生产安全,生产安全员,110433,"0/104801/107003/110433","生产安全员,Production safety officer"
生产/制造,生产安全,施工安全员,110434,"0/104801/107003/110434","施工安全员,Construction safety officer"
生产/制造,生产安全,EHS工程师,110435,"0/104801/107003/110435","EHS工程师,EHS Engineer"
生产/制造,生产安全,安全评价师,110436,"0/104801/107003/110436","安全评价师,Safety Assessor"
生产/制造,化工,实验室技术员,110438,"0/104801/105501/110438","实验室技术员,Laboratory Technician"
生产/制造,化工,食品/饮料研发,110440,"0/104801/105501/110440","食品/饮料研发,Food/beverage R&D"
生产/制造,化工,化妆品产品经理,110442,"0/104801/105501/110442","化妆品产品经理,Cosmetic Product Manager"
生产/制造,化工,涂料研发,110443,"0/104801/105501/110443","涂料研发,Coating R&D"
生产/制造,化工,化工项目经理,110444,"0/104801/105501/110444","化工项目经理,Chemical Project Manager"
生产/制造,研发/设计,服装/纺织/皮革跟单,110446,"0/104801/104802/110446","服装/纺织/皮革跟单,Clothing/Textile/Leather merchandiser"
生产/制造,研发/设计,打样/制版,110447,"0/104801/104802/110447","打样/制版,Sample Making/plate making"
生产/制造,研发/设计,服装/纺织设计,110448,"0/104801/104802/110448","服装/纺织设计,Clothing/Textile Design"
生产/制造,研发/设计,面料辅料开发,110449,"0/104801/104802/110449","面料辅料开发,Fabric accessories development"
生产/制造,研发/设计,缝纫工,110450,"0/104801/104802/110450","缝纫工,Sewing Worker"
生产/制造,研发/设计,样衣工,110451,"0/104801/104802/110451","样衣工,Sample Garment maker"
生产/制造,研发/设计,量体师,110452,"0/104801/104802/110452","量体师,Cloth Measuring Specialist"
生产/制造,研发/设计,裁剪工,110453,"0/104801/104802/110453","裁剪工,Cutters"
汽车制造,造型中心,车身/造型设计,110458,"0/102292/102347/110458","车身/造型设计,Vehicle Body/styling design"
汽车制造,整车开发,汽车电子工程师,110459,"0/102292/102293/110459","汽车电子工程师,Automobile Electronics Engineer"
汽车制造,智能/互联,自动驾驶系统工程师,110460,"0/102292/102374/110460","自动驾驶系统工程师,Autonomous driving system engineer"
汽车制造,造型中心,内外饰设计工程师,110462,"0/102292/102347/110462","内外饰设计工程师,Interior and exterior design engineer"
汽车制造,动力总成,动力系统工程师,110463,"0/102292/102339/110463","动力系统工程师,Powertrain  System Engineer"
汽车制造,底盘,底盘工程师,110464,"0/102292/102330/110464","底盘工程师,Chassis Engineer"
汽车制造,整车开发,汽车零部件设计,110465,"0/102292/102293/110465","汽车零部件设计,Automobile parts design"
汽车制造,整车开发,汽车设计,110466,"0/102292/102293/110466","汽车设计,Automobile Design"
汽车制造,整车开发,汽车质量工程师,110467,"0/102292/102293/110467","汽车质量工程师,Automotive Quality Engineer"
汽车制造,整车开发,总装工程师,110468,"0/102292/102293/110468","总装工程师,Assembly Engineer"
汽车制造,整车开发,汽车项目管理,110469,"0/102292/102293/110469","汽车项目管理,Automobile Project Management"
生产/制造,安全环境,EHS工程师,110471,"0/104801/105037/110471","EHS工程师,EHS Engineer"
生产/制造,安全环境,环境检测员,110472,"0/104801/105037/110472","环境检测员,环境采样/检测,Environmental inspector"
生产/制造,安全环境,环评工程师,110473,"0/104801/105037/110473","环评工程师,Environmental Assessment Engineer"
生产/制造,安全环境,碳排放管理师,110475,"0/104801/105037/110475","碳排放管理师,Carbon Emission Manager"
服务业,商超/酒店/娱乐管理/服务,店员/营业员,110480,"0/105801/105818/110480","店员/营业员,Clerk/Salesperson"
服务业,商超/酒店/娱乐管理/服务,收银,110481,"0/105801/105818/110481","收银,Cashier"
服务业,商超/酒店/娱乐管理/服务,导购,110482,"0/105801/105818/110482","导购,服装导购,化妆品导购,家装导购,Shopping Guide"
服务业,商超/酒店/娱乐管理/服务,防损员,110486,"0/105801/105818/110486","防损员,Loss Prevention Officer"
服务业,商超/酒店/娱乐管理/服务,店长,110487,"0/105801/105818/110487","门店店长,店管家,店长,店副理,店主任,店管事,店负责,店管理组,堂店长,夜班店长,STORE MANAGER,店领班,店经理,店主管"
服务业,商超/酒店/娱乐管理/服务,督导/巡店,110488,"0/105801/105818/110488","督导/巡店,Supervision/store inspection"
服务业,商超/酒店/娱乐管理/服务,商场运营,110490,"0/105801/105818/110490","商场运营,Mall Operations"
服务业,保健/美容/美发/健身,美睫师,110496,"0/105801/105899/110496","美睫师,Eyelash Artist"
服务业,保健/美容/美发/健身,纹绣师,110497,"0/105801/105899/110497","纹绣师,Tattoo artist"
服务业,保健/美容/美发/健身,发型师,110498,"0/105801/105899/110498","发型师,Hairstylist"
服务业,保健/美容/美发/健身,美发助理/学徒,110499,"0/105801/105899/110499","美发助理/学徒,Hairdressing Assistant/Apprentice"
服务业,保健/美容/美发/健身,养发师,110500,"0/105801/105899/110500","养发师,Hairdresser"
服务业,保健/美容/美发/健身,化妆/造型师,110501,"0/105801/105899/110501","化妆/造型师,Makeup/Stylist"
服务业,保健/美容/美发/健身,理疗师,110503,"0/105801/105899/110503","理疗师,Physical Therapist"
服务业,保健/美容/美发/健身,针灸推拿,110504,"0/105801/105899/110504","针灸推拿,Acupuncture and Massage"
服务业,保健/美容/美发/健身,按摩师,110505,"0/105801/105899/110505","按摩师,Massagist"
服务业,保健/美容/美发/健身,足疗师,110506,"0/105801/105899/110506","足疗师,Podiatrist"
服务业,保健/美容/美发/健身,采耳师,110507,"0/105801/105899/110507","采耳师,Ear Cleaner"
服务业,安保服务,保安,110509,"0/105801/107004/110509","保安,security guard"
服务业,安保服务,保安经理,110510,"0/105801/107004/110510","保安经理,Security Manager"
服务业,安保服务,消防中控员,110511,"0/105801/107004/110511","消防中控员,Fire control center operator"
服务业,安保服务,押运员,110512,"0/105801/107004/110512","押运员,Escort"
服务业,安保服务,安检员,110513,"0/105801/107004/110513","安检员,Security inspector"
服务业,社区/居民/家政服务,保洁经理,110516,"0/105801/105802/110516","保洁经理,Cleaning Manager"
服务业,社区/居民/家政服务,保姆,110517,"0/105801/105802/110517","保姆,nanny"
服务业,社区/居民/家政服务,产后康复师,110519,"0/105801/105802/110519","产后康复师,Postpartum rehabilitation therapist"
服务业,社区/居民/家政服务,育婴师,110520,"0/105801/105802/110520","育婴师,Babysitter"
服务业,社区/居民/家政服务,手机维修,110523,"0/105801/105802/110523","手机维修,Mobile Phone Repair"
服务业,社区/居民/家政服务,电脑维修,110524,"0/105801/105802/110524","电脑维修,Computer Repair"
服务业,社区/居民/家政服务,宠物美容,110535,"0/105801/105802/110535","宠物美容,Pet Grooming"
服务业,社区/居民/家政服务,宠物医生,110536,"0/105801/105802/110536","宠物医生,Veterinarian"
服务业,保健/美容/美发/健身,健身教练,110538,"0/105801/105899/110538","健身教练,Fitness Coach"
服务业,保健/美容/美发/健身,舞蹈老师,110539,"0/105801/105899/110539","舞蹈老师,Dance Teacher"
服务业,保健/美容/美发/健身,瑜伽老师,110540,"0/105801/105899/110540","瑜伽老师,Yoga Teacher"
服务业,驾驶员,网约车司机,110552,"0/105801/107005/110552","网约车司机,Ride-hailing driver"
服务业,驾驶员,代驾司机,110553,"0/105801/107005/110553","代驾司机,Designated driver"
服务业,驾驶员,驾校教练,110554,"0/105801/107005/110554","驾校教练,Driving school instructor"
服务业,驾驶员,商务司机,110555,"0/105801/107005/110555","商务司机,Business driver"
服务业,驾驶员,货运司机,110556,"0/105801/107005/110556","货运司机,Freight Driver"
服务业,驾驶员,无人机飞手,110557,"0/105801/107005/110557","无人机飞手,Drone pilot"
